bloc,metric,permutation,gap
EU,rpa_jaccard,49,0.003317311559971614
EU,rpa_jaccard,50,0.02995250240083494
EU,rpa_jaccard,51,0.02514763263638317
EU,rpa_jaccard,52,0.014291007310144183
EU,rpa_jaccard,53,0.020414765360527803
EU,rpa_jaccard,54,0.02832432305663546
EU,rpa_jaccard,55,0.029235500701400435
EU,rpa_jaccard,56,-0.005885900118248438
EU,rpa_jaccard,57,0.05222105513993794
EU,rpa_jaccard,58,0.016249820705218465
EU,rpa_jaccard,59,0.015036348673469202
EU,rpa_jaccard,60,-0.021970363361309697
EU,rpa_jaccard,61,-0.007730020965998841
EU,rpa_jaccard,62,-0.0012426493019654095
EU,rpa_jaccard,63,-0.005056191005213262
EU,rpa_jaccard,64,-0.002819027304048455
EU,rpa_jaccard,65,-0.007754060107616839
EU,rpa_jaccard,66,-0.005214225100733577
EU,rpa_jaccard,67,-0.0021031642915355087
EU,rpa_jaccard,68,0.018290670406333115
EU,rpa_jaccard,69,0.0342050085360068
EU,rpa_jaccard,70,-0.009698899883459927
EU,rpa_jaccard,71,0.026774925451481885
EU,rpa_jaccard,72,-0.02180594004690331
EU,rpa_jaccard,73,-0.04004410568585606
EU,rpa_jaccard,74,-0.02248251343062649
EU,rpa_jaccard,75,0.006634228650278046
EU,rpa_jaccard,76,-0.015993151714771614
EU,rpa_jaccard,77,-0.003470281551672144
EU,rpa_jaccard,78,-0.00023905620758712942
EU,rpa_jaccard,79,0.026514736105610448
EU,rpa_jaccard,80,0.029932801745264137
EU,rpa_jaccard,81,-0.0013348006848190597
EU,rpa_jaccard,82,-0.021247520192515607
EU,rpa_jaccard,83,0.020664942674365916
EU,rpa_jaccard,84,-0.009514369877107576
EU,rpa_jaccard,85,0.0027512916639253204
EU,rpa_jaccard,86,0.022796321749095932
EU,rpa_jaccard,87,0.01073404939904457
EU,rpa_jaccard,88,-0.011691410121528911
EU,rpa_jaccard,89,0.0021516674110711176
EU,rpa_jaccard,90,-0.0013447168153661315
EU,rpa_jaccard,91,-0.030927571757800948
EU,rpa_jaccard,92,0.005627598535038997
EU,rpa_jaccard,93,0.03234110407063953
EU,rpa_jaccard,94,-0.0052716262906445654
EU,rpa_jaccard,95,-0.0008144571892940711
EU,rpa_jaccard,96,0.03821601656550522
EU,rpa_jaccard,97,0.0047410204843190695
EU,rpa_jaccard,98,-0.022233277071153107
EU,rpa_jaccard,99,2.154084757058361e-05
EU,rpa_jaccard,100,-0.0199042314436447
EU,rpa_jaccard,101,-0.031015322384955496
EU,rpa_jaccard,102,0.0017169322287633182
EU,rpa_jaccard,103,-0.03042317273847689
EU,rpa_jaccard,104,0.0214151468792165
EU,rpa_jaccard,105,-0.021246938565866375
EU,rpa_jaccard,106,-0.022368709604818793
EU,rpa_jaccard,107,0.002484298216919645
EU,rpa_jaccard,108,-0.0050882690840772515
EU,rpa_jaccard,109,-0.028366705664859937
EU,rpa_jaccard,110,0.019272766526950202
EU,rpa_jaccard,111,-0.01888427456035069
EU,rpa_jaccard,112,-0.018854697330702858
EU,rpa_jaccard,113,0.029292256847764764
EU,rpa_jaccard,114,0.03128371504732183
EU,rpa_jaccard,115,0.012727642591651933
EU,rpa_jaccard,116,0.005587513856812443
EU,rpa_jaccard,117,0.03483677924493414
EU,rpa_jaccard,118,0.003733928052099461
EU,rpa_jaccard,119,0.0215100281551949
EU,rpa_jaccard,120,0.01771589110762764
EU,rpa_jaccard,121,0.0006432762132033976
EU,rpa_jaccard,122,-0.01989582991460656
EU,rpa_jaccard,123,-0.0021661907449678497
EU,rpa_jaccard,124,-0.005199875873318299
EU,rpa_jaccard,125,0.013576329567802387
EU,rpa_jaccard,126,0.01878086364203091
EU,rpa_jaccard,127,-0.036298757168600954
EU,rpa_jaccard,128,-0.01607080024768001
EU,rpa_jaccard,129,-0.02773407360830163
EU,rpa_jaccard,130,-0.02316019026211294
EU,rpa_jaccard,131,-0.05674244480926417
EU,rpa_jaccard,132,0.022625344194598884
EU,rpa_jaccard,133,0.009441973872555243
EU,rpa_jaccard,134,-0.011278872643677662
EU,rpa_jaccard,135,-0.024951289369784718
EU,rpa_jaccard,136,0.024236778239574708
EU,rpa_jaccard,137,0.004798398895771272
EU,rpa_jaccard,138,-0.030915911301459903
EU,rpa_jaccard,139,0.002539686232626792
EU,rpa_jaccard,140,0.007954583581115227
EU,rpa_jaccard,141,0.008041491300685405
EU,rpa_jaccard,142,-0.030367421329046546
EU,rpa_jaccard,143,0.02221518639264844
EU,rpa_jaccard,144,0.0049752032398359125
EU,rpa_jaccard,145,0.004972308276662812
EU,rpa_jaccard,146,0.008961878902550902
EU,rpa_jaccard,147,0.06314812640259468
EU,rpa_jaccard,148,0.0015751922820093633
EU,rpa_jaccard,149,0.011672950056303949
EU,rpa_jaccard,150,-0.02320999298216847
EU,rpa_jaccard,151,-0.0051162859171546005
EU,rpa_jaccard,152,0.009156193851616562
EU,rpa_jaccard,153,-0.014563695111241698
EU,rpa_jaccard,154,-0.0011109209427777322
EU,rpa_jaccard,155,-0.029665217139216687
EU,rpa_jaccard,156,-0.01872683263661834
EU,rpa_jaccard,157,0.010318807826107085
EU,rpa_jaccard,158,0.02027833943081339
EU,rpa_jaccard,159,-0.007278409959472432
EU,rpa_jaccard,160,-0.017437328682379793
EU,rpa_jaccard,161,-0.020277771697800456
EU,rpa_jaccard,162,0.0011330651643783607
EU,rpa_jaccard,163,-0.02743327918082153
EU,rpa_jaccard,164,0.01352952759538964
EU,rpa_jaccard,165,0.03563323573918939
EU,rpa_jaccard,166,-0.00790576501400006
EU,rpa_jaccard,167,0.01958289799957741
EU,rpa_jaccard,168,0.004787897874864999
EU,rpa_jaccard,169,0.00776715814466436
EU,rpa_jaccard,170,0.04144693885782724
EU,rpa_jaccard,171,0.009720636366106705
EU,rpa_jaccard,172,-0.0006626609330583344
EU,rpa_jaccard,173,0.0018824958443204587
EU,rpa_jaccard,174,0.006879882927088715
EU,rpa_jaccard,175,-0.01314640968441963
EU,rpa_jaccard,176,0.0170907866946734
EU,rpa_jaccard,177,-0.030898471822802864
EU,rpa_jaccard,178,0.027523097749599296
EU,rpa_jaccard,179,-0.03680462839773885
EU,rpa_jaccard,180,-0.030134135597631784
EU,rpa_jaccard,181,-0.0030148407657613896
EU,rpa_jaccard,182,-0.027839758810865728
EU,rpa_jaccard,183,8.440546400106941e-05
EU,rpa_jaccard,184,0.009474813813582589
EU,rpa_jaccard,185,0.01966194444638547
EU,rpa_jaccard,186,-0.00729165186837516
EU,rpa_jaccard,187,0.02706346423777789
EU,rpa_jaccard,188,-0.010205582647002276
EU,rpa_jaccard,189,-0.014843256632866453
EU,rpa_jaccard,190,0.020113983548194547
EU,rpa_jaccard,191,0.002823701990278399
EU,rpa_jaccard,192,0.0030963225305249975
EU,rpa_jaccard,193,-0.001844043307335147
EU,rpa_jaccard,194,-0.015090655335630254
EU,rpa_jaccard,195,-0.019031331523693656
EU,rpa_jaccard,196,0.013620419671212858
EU,rpa_jaccard,197,-0.0005407419414379389
EU,rpa_jaccard,198,-0.020102771333700253
EU,rpa_jaccard,199,-0.003989452780909841
EU,rpa_jaccard,200,-0.024039205279763415
EU,rpa_jaccard,201,-0.010342820989857449
EU,rpa_jaccard,202,-0.0003879033742528182
EU,rpa_jaccard,203,0.02770307530371216
EU,rpa_jaccard,204,0.01881692415288916
EU,rpa_jaccard,205,-0.015454610137138253
EU,rpa_jaccard,206,0.05894262425571953
EU,rpa_jaccard,207,0.01364960435627835
EU,rpa_jaccard,208,-0.015417585184696686
EU,rpa_jaccard,209,0.02018601978201151
EU,rpa_jaccard,210,-0.009190169163255685
EU,rpa_jaccard,211,-0.04004101945556124
EU,rpa_jaccard,212,0.004264661833691813
EU,rpa_jaccard,213,-0.01802626359876844
EU,rpa_jaccard,214,0.014012681009221206
EU,rpa_jaccard,215,-0.011693361118770396
EU,rpa_jaccard,216,-0.016365727725285384
EU,rpa_jaccard,217,-0.021231519750948835
EU,rpa_jaccard,218,-0.008771303796094698
EU,rpa_jaccard,219,0.0013368087432397702
EU,rpa_jaccard,220,0.0007504014334762943
EU,rpa_jaccard,221,-0.004454413530833701
EU,rpa_jaccard,222,0.001554625017669592
EU,rpa_jaccard,223,0.014592949384512721
EU,rpa_jaccard,224,0.017684095311680553
EU,rpa_jaccard,225,-0.007084340955217844
EU,rpa_jaccard,226,0.016184262997537252
EU,rpa_jaccard,227,0.018316933207909752
EU,rpa_jaccard,228,-0.013156698026608737
EU,rpa_jaccard,229,0.027681960139389394
EU,rpa_jaccard,230,0.03330299251751931
EU,rpa_jaccard,231,-0.022280094304537923
EU,rpa_jaccard,232,0.027434449362445185
EU,rpa_jaccard,233,-0.04054145940854173
EU,rpa_jaccard,234,0.024761072247063393
EU,rpa_jaccard,235,0.04167370236560142
EU,rpa_jaccard,236,-0.022361935216102635
EU,rpa_jaccard,237,-0.05698567382696279
EU,rpa_jaccard,238,-0.03498343284547098
EU,rpa_jaccard,239,0.012893695759573609
EU,rpa_jaccard,240,0.0002732510478783978
EU,rpa_jaccard,241,-0.01607613071407707
EU,rpa_jaccard,242,-0.02426832902252693
EU,rpa_jaccard,243,0.0388564633312215
EU,rpa_jaccard,244,0.03738423439628075
EU,rpa_jaccard,245,0.010910586999182903
EU,rpa_jaccard,246,-0.017725524060852205
EU,rpa_jaccard,247,-0.009475000666041677
EU,rpa_jaccard,248,-0.021393295665248696
EU,rpa_jaccard,249,-0.0080102206514924
EU,rpa_jaccard,250,0.027114871528897855
EU,rpa_jaccard,251,0.026445896138488773
EU,rpa_jaccard,252,0.01576790908217149
EU,rpa_jaccard,253,0.014212756602222015
EU,rpa_jaccard,254,-0.006977865086883389
EU,rpa_jaccard,255,0.052565766832777916
EU,rpa_jaccard,256,-0.010047151492982631
EU,rpa_jaccard,257,-0.0033673696893105343
EU,rpa_jaccard,258,0.05809054565245342
EU,rpa_jaccard,259,-0.0055595197649624395
EU,rpa_jaccard,260,-0.029582145126333975
EU,rpa_jaccard,261,-0.012705182217611216
EU,rpa_jaccard,262,-0.02765388983255551
EU,rpa_jaccard,263,0.00031512174777781343
EU,rpa_jaccard,264,0.0044850059652230545
EU,rpa_jaccard,265,0.04253424673866768
EU,rpa_jaccard,266,0.016978562906870304
EU,rpa_jaccard,267,0.02319288131046182
EU,rpa_jaccard,268,0.018392675914547296
EU,rpa_jaccard,269,-0.012692141841286475
EU,rpa_jaccard,270,0.0422724279463314
EU,rpa_jaccard,271,-0.003624043246061609
EU,rpa_jaccard,272,0.03443403534830469
EU,rpa_jaccard,273,-0.025020029738264338
EU,rpa_jaccard,274,-0.016327253430967748
EU,rpa_jaccard,275,-0.004715530282037139
EU,rpa_jaccard,276,0.008006393297188413
EU,rpa_jaccard,277,-0.013814411061960963
EU,rpa_jaccard,278,0.04301088545957654
EU,rpa_jaccard,279,0.02976377857678028
EU,rpa_jaccard,280,0.022355093678649768
EU,rpa_jaccard,281,0.014600080789188064
EU,rpa_jaccard,282,0.005986686542063413
EU,rpa_jaccard,283,0.01368630773614285
EU,rpa_jaccard,284,-0.002871318200178302
EU,rpa_jaccard,285,0.0014779184792923228
EU,rpa_jaccard,286,0.029667191518699565
EU,rpa_jaccard,287,-0.017432215699649423
EU,rpa_jaccard,288,0.0074912172190434445
EU,rpa_jaccard,289,-0.012504276985496998
EU,rpa_jaccard,290,-0.01045850580367208
EU,rpa_jaccard,291,-0.006610440903434878
EU,rpa_jaccard,292,0.0013505800386033329
EU,rpa_jaccard,293,-0.01883596776220317
EU,rpa_jaccard,294,0.006428345951311809
EU,rpa_jaccard,295,-0.013698856044154412
EU,rpa_jaccard,296,-0.04740223265135862
EU,rpa_jaccard,297,-0.0024603401542586667
EU,rpa_jaccard,298,-0.029013335405716573
EU,rpa_jaccard,299,-0.002301702213189233
EU,rpa_jaccard,300,-0.01640555101796018
EU,rpa_jaccard,301,0.001057684977925355
EU,rpa_jaccard,302,0.030535850394574626
EU,rpa_jaccard,303,0.011226669580686521
EU,rpa_jaccard,304,-0.01268865965838617
EU,rpa_jaccard,305,-0.03477357999439437
EU,rpa_jaccard,306,0.00840013765338063
EU,rpa_jaccard,307,-0.03077103050745167
EU,rpa_jaccard,308,-0.008123726821505584
EU,rpa_jaccard,309,0.01318593138623178
EU,rpa_jaccard,310,0.010592309098238273
EU,rpa_jaccard,311,-0.0029234674817603112
EU,rpa_jaccard,312,-0.036775273592870306
EU,rpa_jaccard,313,0.010782015008569484
EU,rpa_jaccard,314,0.03766632728673816
EU,rpa_jaccard,315,0.03567615983300468
EU,rpa_jaccard,316,4.400648877739277e-05
EU,rpa_jaccard,317,-0.014461846472448497
EU,rpa_jaccard,318,0.0069626714634205
EU,rpa_jaccard,319,-0.013504944175304012
EU,rpa_jaccard,320,-0.026130961799523067
EU,rpa_jaccard,321,0.00905502291751853
EU,rpa_jaccard,322,0.008477587347527155
EU,rpa_jaccard,323,0.011044493148492401
EU,rpa_jaccard,324,-0.005735811628091114
EU,rpa_jaccard,325,-0.010387880748010753
EU,rpa_jaccard,326,-0.007563111399035316
EU,rpa_jaccard,327,-0.0021799094347427217
EU,rpa_jaccard,328,-0.012198160810973635
EU,rpa_jaccard,329,-0.03117130827565595
EU,rpa_jaccard,330,-0.001403593960806554
EU,rpa_jaccard,331,0.0026753999794282557
EU,rpa_jaccard,332,-0.032120393077420484
EU,rpa_jaccard,333,-0.02408759174734182
EU,rpa_jaccard,334,0.00751444845656099
EU,rpa_jaccard,335,0.016470598749629195
EU,rpa_jaccard,336,0.020465119795507636
EU,rpa_jaccard,337,-0.007144834535600331
EU,rpa_jaccard,338,0.023844384245834932
EU,rpa_jaccard,339,-0.0018777036729836494
EU,rpa_jaccard,340,0.008092787831933568
EU,rpa_jaccard,341,-0.005077369070942445
EU,rpa_jaccard,342,-0.00688315677339546
EU,rpa_jaccard,343,0.02537062793802297
EU,rpa_jaccard,344,0.04518364840911668
EU,rpa_jaccard,345,0.012850829465718805
EU,rpa_jaccard,346,-0.005727272463185773
EU,rpa_jaccard,347,-0.029829292850807404
EU,rpa_jaccard,348,-0.011553520956178787
EU,rpa_jaccard,349,-0.03605602148451209
EU,rpa_jaccard,350,-0.0013554805131724135
EU,rpa_jaccard,351,-0.031468122810595606
EU,rpa_jaccard,352,0.03327952882972257
EU,rpa_jaccard,353,-0.031295916516750344
EU,rpa_jaccard,354,-0.02329090618639984
EU,rpa_jaccard,355,0.0001321201588276033
EU,rpa_jaccard,356,0.028073561356012716
EU,rpa_jaccard,357,0.0038960899744085453
EU,rpa_jaccard,358,0.004454268265688788
EU,rpa_jaccard,359,-0.019407984410020923
EU,rpa_jaccard,360,-0.0034001727181803
EU,rpa_jaccard,361,0.00539111193402711
EU,rpa_jaccard,362,0.04956814714291585
EU,rpa_jaccard,363,0.03722258223551134
EU,rpa_jaccard,364,0.0033561833773594063
EU,rpa_jaccard,365,0.010193039319007974
EU,rpa_jaccard,366,0.009716861307029395
EU,rpa_jaccard,367,-0.023774913666881697
EU,rpa_jaccard,368,0.01251403746715693
EU,rpa_jaccard,369,-0.012378780519166355
EU,rpa_jaccard,370,0.030248964556313956
EU,rpa_jaccard,371,0.013148998757436886
EU,rpa_jaccard,372,0.02713179413570005
EU,rpa_jaccard,373,0.017041259905584943
EU,rpa_jaccard,374,-0.0212392077226852
EU,rpa_jaccard,375,-0.021942755615466464
EU,rpa_jaccard,376,-0.03792427106433496
EU,rpa_jaccard,377,0.01196671757185866
EU,rpa_jaccard,378,0.014121613234567565
EU,rpa_jaccard,379,-0.0012650609236834198
EU,rpa_jaccard,380,0.017941132874963572
EU,rpa_jaccard,381,-0.03374640827210665
EU,rpa_jaccard,382,0.0009020202892560669
EU,rpa_jaccard,383,-0.009666454701713872
EU,rpa_jaccard,384,-0.00710336405407111
EU,rpa_jaccard,385,0.021895304822260542
EU,rpa_jaccard,386,0.0004077356522741993
EU,rpa_jaccard,387,0.004989311497147431
EU,rpa_jaccard,388,0.006854105345735384
EU,rpa_jaccard,389,0.02220396618614573
EU,rpa_jaccard,390,0.00645723373184412
EU,rpa_jaccard,391,-0.008376647459589798
EU,rpa_jaccard,392,0.011418548199147643
EU,rpa_jaccard,393,-0.0176517559611645
EU,rpa_jaccard,394,0.021269649883972397
EU,rpa_jaccard,395,-0.011475144083419181
EU,rpa_jaccard,396,-0.017499624869080826
EU,rpa_jaccard,397,-0.0056666954624060295
EU,rpa_jaccard,398,0.06929974794419311
EU,rpa_jaccard,399,0.013141599032477358
EU,rpa_jaccard,400,-0.0014340464555836763
EU,rpa_jaccard,401,-0.023085897757480905
EU,rpa_jaccard,402,-0.009363206841804528
EU,rpa_jaccard,403,-0.02416019535004077
EU,rpa_jaccard,404,-0.008173290942733724
EU,rpa_jaccard,405,0.03217779963765649
EU,rpa_jaccard,406,-0.03657148329802137
EU,rpa_jaccard,407,-0.005745412232601582
EU,rpa_jaccard,408,0.010194142120277166
EU,rpa_jaccard,409,0.010403950773514525
EU,rpa_jaccard,410,0.007718405111497517
EU,rpa_jaccard,411,0.018255257215472276
EU,rpa_jaccard,412,0.030827150694384187
EU,rpa_jaccard,413,0.010936748331803692
EU,rpa_jaccard,414,0.0013180571983706924
EU,rpa_jaccard,415,0.009662682443567022
EU,rpa_jaccard,416,-0.011591493403623837
EU,rpa_jaccard,417,-0.012074081590132874
EU,rpa_jaccard,418,0.009788358572527439
EU,rpa_jaccard,419,-0.026832069171108558
EU,rpa_jaccard,420,-0.015679743826366666
EU,rpa_jaccard,421,-0.005616456061536462
EU,rpa_jaccard,422,-0.008174327923397479
EU,rpa_jaccard,423,0.019499989746727703
EU,rpa_jaccard,424,-0.01727284350840566
EU,rpa_jaccard,425,0.013137035512851197
EU,rpa_jaccard,426,-0.013084251201012254
EU,rpa_jaccard,427,-0.0396196659579964
EU,rpa_jaccard,428,0.011193231408201998
EU,rpa_jaccard,429,-0.02278621318191118
EU,rpa_jaccard,430,0.020701784038359622
EU,rpa_jaccard,431,-0.007393124873689955
EU,rpa_jaccard,432,0.008214415527245195
EU,rpa_jaccard,433,0.003289628104876735
EU,rpa_jaccard,434,-0.00456195766691983
EU,rpa_jaccard,435,-0.03742691993201669
EU,rpa_jaccard,436,0.02864897929363336
EU,rpa_jaccard,437,0.02079745409006095
EU,rpa_jaccard,438,-0.02677168654173881
EU,rpa_jaccard,439,-0.03018342337103111
EU,rpa_jaccard,440,0.024554716786707675
EU,rpa_jaccard,441,-0.02093686319319074
EU,rpa_jaccard,442,-0.01562544969590396
EU,rpa_jaccard,443,0.006024302846416807
EU,rpa_jaccard,444,-0.022875128154770635
EU,rpa_jaccard,445,-0.017093567778058538
EU,rpa_jaccard,446,0.022884472966592073
EU,rpa_jaccard,447,-0.0007604103980887733
EU,rpa_jaccard,448,-0.017298134674646498
EU,rpa_jaccard,449,0.017201204657444735
EU,rpa_jaccard,450,-0.009638885662852814
EU,rpa_jaccard,451,0.036142657319486765
EU,rpa_jaccard,452,-0.015171662822961202
EU,rpa_jaccard,453,-0.0051844015737032845
EU,rpa_jaccard,454,-0.00767658488035039
EU,rpa_jaccard,455,0.0327736545609974
EU,rpa_jaccard,456,-0.0047376579299020505
EU,rpa_jaccard,457,0.023308807566717493
EU,rpa_jaccard,458,-0.004390619264210166
EU,rpa_jaccard,459,-0.013756288401327116
EU,rpa_jaccard,460,-0.02523174466209016
EU,rpa_jaccard,461,-0.001308229286791085
EU,rpa_jaccard,462,0.034708775341761366
EU,rpa_jaccard,463,0.020069897697939765
EU,rpa_jaccard,464,0.004505096098425698
EU,rpa_jaccard,465,-0.0005358327119835138
EU,rpa_jaccard,466,0.023785986837617124
EU,rpa_jaccard,467,-0.007166167527625722
EU,rpa_jaccard,468,0.04855434957619678
EU,rpa_jaccard,469,-0.015856864760552508
EU,rpa_jaccard,470,0.03225512551264856
EU,rpa_jaccard,471,0.006356151607649491
EU,rpa_jaccard,472,-0.007152474227085787
EU,rpa_jaccard,473,0.014833003358420138
EU,rpa_jaccard,474,0.011831121125536498
EU,rpa_jaccard,475,-0.019571534440909366
EU,rpa_jaccard,476,0.02998103699360402
EU,rpa_jaccard,477,-0.006384927705452764
EU,rpa_jaccard,478,-0.029563386730170643
EU,rpa_jaccard,479,0.02714858782116389
EU,rpa_jaccard,480,0.023194772372282013
EU,rpa_jaccard,481,0.03704088695221214
EU,rpa_jaccard,482,-0.021761616901219055
EU,rpa_jaccard,483,-0.01107411997659355
EU,rpa_jaccard,484,-0.00687722271598043
EU,rpa_jaccard,485,-0.006133966196720603
EU,rpa_jaccard,486,-0.007164964634979704
EU,rpa_jaccard,487,-0.011921485548964883
EU,rpa_jaccard,488,-0.02357650308365969
EU,rpa_jaccard,489,0.033022289964900226
EU,rpa_jaccard,490,0.0575123975512368
EU,rpa_jaccard,491,-0.02572607233454685
EU,rpa_jaccard,492,0.027864611739256695
EU,rpa_jaccard,493,-0.018443825638910644
EU,rpa_jaccard,494,-0.027838659808289618
EU,rpa_jaccard,495,0.019602289537704987
EU,rpa_jaccard,496,0.0003962118169597295
EU,rpa_jaccard,497,0.017222347059467125
EU,rpa_jaccard,498,-0.0014928851771985607
EU,rpa_jaccard,499,-0.008538347321767947
EU,rpa_jaccard,500,0.02138555902692746
EU,rpa_jaccard,501,-0.04252926075098942
EU,rpa_jaccard,502,-0.033421520259448584
EU,rpa_jaccard,503,0.0006989350634415414
EU,rpa_jaccard,504,0.0010086360913673653
EU,rpa_jaccard,505,-0.006119513632372675
EU,rpa_jaccard,506,-0.0014784385719880389
EU,rpa_jaccard,507,-0.024280964841112168
EU,rpa_jaccard,508,-0.029972099959253568
EU,rpa_jaccard,509,-0.029785186878898084
EU,rpa_jaccard,510,-0.012633013806497007
EU,rpa_jaccard,511,0.0088704659768295
EU,rpa_jaccard,512,-0.009013392264661885
EU,rpa_jaccard,513,0.013338960840299285
EU,rpa_jaccard,514,-0.00828882446818685
EU,rpa_jaccard,515,0.005372207794193035
EU,rpa_jaccard,516,-0.0031337736698707763
EU,rpa_jaccard,517,0.0035913357542346758
EU,rpa_jaccard,518,-0.016779861631899262
EU,rpa_jaccard,519,-0.006095306412418122
EU,rpa_jaccard,520,0.05376589690025321
EU,rpa_jaccard,521,-0.0010088143402713912
EU,rpa_jaccard,522,0.004404155589658815
EU,rpa_jaccard,523,-0.0035672504079451994
EU,rpa_jaccard,524,0.023451424872249327
EU,rpa_jaccard,525,0.00875869596069298
EU,rpa_jaccard,526,0.005269334176019602
EU,rpa_jaccard,527,0.009507390680606104
EU,rpa_jaccard,528,-0.030688260304500087
EU,rpa_jaccard,529,-0.008260976859939262
EU,rpa_jaccard,530,0.0018187649848778464
EU,rpa_jaccard,531,0.023390242609368977
EU,rpa_jaccard,532,-0.018638048745231867
EU,rpa_jaccard,533,0.023629673596915646
EU,rpa_jaccard,534,0.02094455616807986
EU,rpa_jaccard,535,0.017358752430312763
EU,rpa_jaccard,536,-0.016878503970684605
EU,rpa_jaccard,537,-0.011969921186008203
EU,rpa_jaccard,538,-0.0008126842524933953
EU,rpa_jaccard,539,-0.0008935897794515868
EU,rpa_jaccard,540,-0.013251544917091657
EU,rpa_jaccard,541,-0.035172518548186205
EU,rpa_jaccard,542,0.00907784343046783
EU,rpa_jaccard,543,0.013501148581960692
EU,rpa_jaccard,544,-0.006293463255290593
EU,rpa_jaccard,545,-0.005504770270743642
EU,rpa_jaccard,546,0.018575834457241314
EU,rpa_jaccard,547,0.0012372953701513534
EU,rpa_jaccard,548,0.0043279822517250655
EU,rpa_jaccard,549,-0.009276376643439194
EU,rpa_jaccard,550,0.014225744138540303
EU,rpa_jaccard,551,-0.01642723869623644
EU,rpa_jaccard,552,-0.02769972842558366
EU,rpa_jaccard,553,0.0016363833971488884
EU,rpa_jaccard,554,0.007413579756854832
EU,rpa_jaccard,555,-0.0006269463340862202
EU,rpa_jaccard,556,-0.026427093078217445
EU,rpa_jaccard,557,0.0007794677898690094
EU,rpa_jaccard,558,0.0032342009383476977
EU,rpa_jaccard,559,0.007319956496429886
EU,rpa_jaccard,560,-0.005891423257916667
EU,rpa_jaccard,561,-0.00287688103604411
EU,rpa_jaccard,562,-0.007979414242259258
EU,rpa_jaccard,563,0.009659945153026178
EU,rpa_jaccard,564,0.017375303760876232
EU,rpa_jaccard,565,0.001356328639261467
EU,rpa_jaccard,566,0.005604742921032746
EU,rpa_jaccard,567,-0.0007442617434977317
EU,rpa_jaccard,568,-0.013160040808743695
EU,rpa_jaccard,569,0.021974514639474474
EU,rpa_jaccard,570,-0.008195639822948991
EU,rpa_jaccard,571,0.021501254849211976
EU,rpa_jaccard,572,-0.016977262173470564
EU,rpa_jaccard,573,0.024510258821836967
EU,rpa_jaccard,574,0.014586915357224534
EU,rpa_jaccard,575,-0.013349958503106385
EU,rpa_jaccard,576,0.03887726114060433
EU,rpa_jaccard,577,0.022490790890442258
EU,rpa_jaccard,578,0.04244885795165776
EU,rpa_jaccard,579,-0.026255277074776373
EU,rpa_jaccard,580,-0.0071554037790654
EU,rpa_jaccard,581,-0.005654330119594542
EU,rpa_jaccard,582,-0.004883165930049477
EU,rpa_jaccard,583,-0.03576516180842035
EU,rpa_jaccard,584,-0.0107243069340891
EU,rpa_jaccard,585,0.0015866382288716174
EU,rpa_jaccard,586,0.023907287008577832
EU,rpa_jaccard,587,0.011164069302836949
EU,rpa_jaccard,588,-0.005944980099559072
EU,rpa_jaccard,589,0.021695699511921185
