period_idx,period_label,basis,draw,null_mean_pairwise_jaccard
0,1961-1970,presence,106,0.38683371482847545
0,1961-1970,presence,107,0.3878599310443202
0,1961-1970,presence,108,0.38544226114927466
0,1961-1970,presence,109,0.3845359602117163
0,1961-1970,presence,110,0.38496654175387207
0,1961-1970,presence,111,0.3897812741138533
0,1961-1970,presence,112,0.3880621023437765
0,1961-1970,presence,113,0.38542728324968145
0,1961-1970,presence,114,0.40216921401876154
0,1961-1970,presence,115,0.3883891928262611
0,1961-1970,presence,116,0.38836296842220874
0,1961-1970,presence,117,0.3863456134949348
0,1961-1970,presence,118,0.389977023882418
0,1961-1970,presence,119,0.3880815503835866
0,1961-1970,presence,120,0.38472271297497546
0,1961-1970,presence,121,0.3872479855466876
0,1961-1970,presence,122,0.3857931197937747
0,1961-1970,presence,123,0.3890607099034701
0,1961-1970,presence,124,0.38346653974482026
0,1961-1970,presence,125,0.39091293531338783
0,1961-1970,presence,126,0.39763086544760756
0,1961-1970,presence,127,0.39478082877404147
0,1961-1970,presence,128,0.3879854496935945
0,1961-1970,presence,129,0.39071944242371726
0,1961-1970,presence,130,0.3806686850521692
0,1961-1970,presence,131,0.38929347948013104
0,1961-1970,presence,132,0.3892432950408064
0,1961-1970,presence,133,0.3868630102510194
0,1961-1970,presence,134,0.3840282444637648
0,1961-1970,presence,135,0.39053607079327485
0,1961-1970,presence,136,0.3978433006996356
0,1961-1970,presence,137,0.3866732281042236
0,1961-1970,presence,138,0.3880013243418221
0,1961-1970,presence,139,0.38650899764855473
0,1961-1970,presence,140,0.3865397319553071
0,1961-1970,presence,141,0.3898664568630632
0,1961-1970,presence,142,0.3866342044762502
0,1961-1970,presence,143,0.38491049873670735
0,1961-1970,presence,144,0.3874208506844254
0,1961-1970,presence,145,0.38516888047431036
0,1961-1970,presence,146,0.3941933282818017
0,1961-1970,presence,147,0.3808779979028848
0,1961-1970,presence,148,0.383423865182915
0,1961-1970,presence,149,0.38566045683960665
0,1961-1970,presence,150,0.3838448253606625
0,1961-1970,presence,151,0.384368734792943
0,1961-1970,presence,152,0.38587593039694734
0,1961-1970,presence,153,0.38942997885305575
0,1961-1970,presence,154,0.3849040997305465
0,1961-1970,presence,155,0.38876135177040155
0,1961-1970,presence,156,0.38555834248707554
0,1961-1970,presence,157,0.3851062357284077
0,1961-1970,presence,158,0.3860776237755876
0,1961-1970,presence,159,0.38610359914092945
0,1961-1970,presence,160,0.38258042443562806
0,1961-1970,presence,161,0.3833920656601652
0,1961-1970,presence,162,0.3900662413671463
0,1961-1970,presence,163,0.3865810304158721
0,1961-1970,presence,164,0.3872070018816268
0,1961-1970,presence,165,0.38511546271727265
0,1961-1970,presence,166,0.3845243243433289
0,1961-1970,presence,167,0.3850953397616294
0,1961-1970,presence,168,0.39027596021374306
0,1961-1970,presence,169,0.3814725370155234
0,1961-1970,presence,170,0.3823021949406208
0,1961-1970,presence,171,0.3844268633578588
0,1961-1970,presence,172,0.3866235752265164
0,1961-1970,presence,173,0.3888148197537338
0,1961-1970,presence,174,0.38633583726611836
0,1961-1970,presence,175,0.389385746339783
0,1961-1970,presence,176,0.39358307918828284
0,1961-1970,presence,177,0.3881106816344373
0,1961-1970,presence,178,0.3810620113504729
0,1961-1970,presence,179,0.3831746611441182
0,1961-1970,presence,180,0.3860362561437222
0,1961-1970,presence,181,0.3846835679667902
0,1961-1970,presence,182,0.3845682922323194
0,1961-1970,presence,183,0.39236233014513555
0,1961-1970,presence,184,0.3859430880745479
0,1961-1970,presence,185,0.3869173704119525
0,1961-1970,presence,186,0.38391090642221865
0,1961-1970,presence,187,0.3876890141030413
0,1961-1970,presence,188,0.3888261677571632
0,1961-1970,presence,189,0.38716943041038065
0,1961-1970,presence,190,0.3837193088041504
0,1961-1970,presence,191,0.3815132978564748
0,1961-1970,presence,192,0.3896985922155605
0,1961-1970,presence,193,0.38371731230894124
0,1961-1970,presence,194,0.3846471485611757
0,1961-1970,presence,195,0.386717292370424
0,1961-1970,presence,196,0.3989789263619342
0,1961-1970,presence,197,0.3913641842598142
0,1961-1970,presence,198,0.385125861653011
0,1961-1970,presence,199,0.38621893440897964
0,1961-1970,presence,200,0.3888649215289487
0,1961-1970,presence,201,0.38941361449845613
0,1961-1970,presence,202,0.3874188405862614
0,1961-1970,presence,203,0.3843180261166687
0,1961-1970,presence,204,0.3959832117354742
0,1961-1970,presence,205,0.38610102096795357
0,1961-1970,presence,206,0.3852860207498217
0,1961-1970,presence,207,0.3874457451380528
0,1961-1970,presence,208,0.3910256975302224
0,1961-1970,presence,209,0.381724499314997
0,1961-1970,presence,210,0.39403485479485717
0,1961-1970,presence,211,0.38437672809844753
0,1961-1970,presence,212,0.38705108051827514
0,1961-1970,presence,213,0.38730436962903025
0,1961-1970,presence,214,0.3861106100046919
0,1961-1970,presence,215,0.38974205156331854
0,1961-1970,presence,216,0.3836509979043916
0,1961-1970,presence,217,0.3927415110777221
0,1961-1970,presence,218,0.39367790142081643
0,1961-1970,presence,219,0.38882820307861987
0,1961-1970,presence,220,0.38930164962404784
0,1961-1970,presence,221,0.38232865885580825
0,1961-1970,presence,222,0.3874281324507569
0,1961-1970,presence,223,0.3857515779119137
0,1961-1970,presence,224,0.3911227411197642
0,1961-1970,presence,225,0.3836961911056934
0,1961-1970,presence,226,0.38559274540609384
0,1961-1970,presence,227,0.38136708795645446
0,1961-1970,presence,228,0.3873941407595254
0,1961-1970,presence,229,0.384325642724964
0,1961-1970,presence,230,0.38587348004768823
0,1961-1970,presence,231,0.387962239087507
0,1961-1970,presence,232,0.3825922223829464
0,1961-1970,presence,233,0.3919379315589723
0,1961-1970,presence,234,0.38283577491722287
0,1961-1970,presence,235,0.389371332880204
0,1961-1970,presence,236,0.38622848996152165
0,1961-1970,presence,237,0.39377847203073446
0,1961-1970,presence,238,0.391079726373844
0,1961-1970,presence,239,0.3835038557889237
0,1961-1970,presence,240,0.3862297184129764
0,1961-1970,presence,241,0.3940068626124831
0,1961-1970,presence,242,0.3891845931691728
0,1961-1970,presence,243,0.3905118071973276
0,1961-1970,presence,244,0.38695573740822614
0,1961-1970,presence,245,0.3832663325027578
0,1961-1970,presence,246,0.3875717462791767
0,1961-1970,presence,247,0.3815896302038836
0,1961-1970,presence,248,0.3900424190686754
0,1961-1970,presence,249,0.389822284929751
0,1961-1970,presence,250,0.387868644260047
0,1961-1970,presence,251,0.3882013888905411
0,1961-1970,presence,252,0.39156197739044846
0,1961-1970,presence,253,0.3861532813173085
0,1961-1970,presence,254,0.3906189180197872
0,1961-1970,presence,255,0.39253836620322685
0,1961-1970,presence,256,0.38410631077486285
0,1961-1970,presence,257,0.3820548230050492
0,1961-1970,presence,258,0.383515630715857
0,1961-1970,presence,259,0.3833509216784997
0,1961-1970,presence,260,0.38305097889373907
0,1961-1970,presence,261,0.38506121622637457
0,1961-1970,presence,262,0.38367110411793665
0,1961-1970,presence,263,0.3885019612112372
0,1961-1970,presence,264,0.38533389687235836
0,1961-1970,presence,265,0.38402226048540644
0,1961-1970,presence,266,0.38700260024831357
0,1961-1970,presence,267,0.384174715848924
0,1961-1970,presence,268,0.3833994133485084
0,1961-1970,presence,269,0.38656471000928017
0,1961-1970,presence,270,0.393869894460809
0,1961-1970,presence,271,0.38533012152921653
0,1961-1970,presence,272,0.3838787455124679
0,1961-1970,presence,273,0.3916321036513344
0,1961-1970,presence,274,0.3874066847765943
0,1961-1970,presence,275,0.38570135872172073
0,1961-1970,presence,276,0.39056167144402437
0,1961-1970,presence,277,0.3829838943526726
0,1961-1970,presence,278,0.3874884992249245
0,1961-1970,presence,279,0.39932766558897786
0,1961-1970,presence,280,0.3820155837124163
0,1961-1970,presence,281,0.3835804058937543
0,1961-1970,presence,282,0.3866589425234341
0,1961-1970,presence,283,0.38822240650205647
0,1961-1970,presence,284,0.39081306660492177
0,1961-1970,presence,285,0.39106482590645486
0,1961-1970,presence,286,0.38765747523933997
0,1961-1970,presence,287,0.3874624318881881
0,1961-1970,presence,288,0.3822430345337586
0,1961-1970,presence,289,0.39249261572136074
0,1961-1970,presence,290,0.38711864964395326
0,1961-1970,presence,291,0.38434077339620326
0,1961-1970,presence,292,0.3907168299955273
0,1961-1970,presence,293,0.3859151449619418
0,1961-1970,presence,294,0.384286142883428
0,1961-1970,presence,295,0.3925189713085641
0,1961-1970,presence,296,0.3892867533421832
0,1961-1970,presence,297,0.383979335563046
0,1961-1970,presence,298,0.38497768675936095
0,1961-1970,presence,299,0.38712489956833845
0,1961-1970,presence,300,0.38588384665575665
0,1961-1970,presence,301,0.38008222923381296
0,1961-1970,presence,302,0.38834286011590124
0,1961-1970,presence,303,0.38937364587817075
0,1961-1970,presence,304,0.3885461468576496
0,1961-1970,presence,305,0.38385646739719137
0,1961-1970,presence,306,0.3866898425439149
0,1961-1970,presence,307,0.39488146304799077
0,1961-1970,presence,308,0.39013794463455104
0,1961-1970,presence,309,0.39521258132683473
0,1961-1970,presence,310,0.3866400421264675
0,1961-1970,presence,311,0.3839059341292016
0,1961-1970,presence,312,0.38332847195671677
0,1961-1970,presence,313,0.39119725799590055
0,1961-1970,presence,314,0.37992704578945347
0,1961-1970,presence,315,0.38663279802985684
0,1961-1970,presence,316,0.3844875691595148
0,1961-1970,presence,317,0.3806619400793609
0,1961-1970,presence,318,0.3939362914193231
0,1961-1970,presence,319,0.382776538234683
0,1961-1970,presence,320,0.3853083128535617
0,1961-1970,presence,321,0.38441342991682365
0,1961-1970,presence,322,0.3821696026447158
0,1961-1970,presence,323,0.39516392983587556
0,1961-1970,presence,324,0.38716523546840287
0,1961-1970,presence,325,0.385382857045753
0,1961-1970,presence,326,0.39283039014076165
0,1961-1970,presence,327,0.38825498701064315
0,1961-1970,presence,328,0.3857334440166662
0,1961-1970,presence,329,0.38978356161316385
0,1961-1970,presence,330,0.38989784620440726
0,1961-1970,presence,331,0.38460698845314234
0,1961-1970,presence,332,0.382470660210896
0,1961-1970,presence,333,0.38573184608252487
0,1961-1970,presence,334,0.39341802264224274
0,1961-1970,presence,335,0.38537066108809387
0,1961-1970,presence,336,0.393801061031354
0,1961-1970,presence,337,0.3845234056206907
0,1961-1970,presence,338,0.38825416664783186
0,1961-1970,presence,339,0.385467327319554
0,1961-1970,presence,340,0.3870584156500446
0,1961-1970,presence,341,0.3901667222085774
0,1961-1970,presence,342,0.3928852245877133
0,1961-1970,presence,343,0.38653536959234747
0,1961-1970,presence,344,0.382833303475123
0,1961-1970,presence,345,0.38419162024633563
0,1961-1970,presence,346,0.3936729571597992
0,1961-1970,presence,347,0.38301819577272067
0,1961-1970,presence,348,0.38943411690494334
0,1961-1970,presence,349,0.38360795396994496
0,1961-1970,presence,350,0.3824280033273246
0,1961-1970,presence,351,0.3856250471917893
0,1961-1970,presence,352,0.39115882232398075
0,1961-1970,presence,353,0.38609724028276066
0,1961-1970,presence,354,0.3825865018172711
0,1961-1970,presence,355,0.38467936151461996
0,1961-1970,presence,356,0.38770313920200794
0,1961-1970,presence,357,0.38427440144069097
0,1961-1970,presence,358,0.3822859141863667
0,1961-1970,presence,359,0.3846804590582871
0,1961-1970,presence,360,0.3888675552702702
0,1961-1970,presence,361,0.3840514710960055
0,1961-1970,presence,362,0.38489150157702195
0,1961-1970,presence,363,0.3864280025166546
0,1961-1970,presence,364,0.38840129306758264
0,1961-1970,presence,365,0.3872190874736124
0,1961-1970,presence,366,0.3824705732511162
0,1961-1970,presence,367,0.38859389311878
0,1961-1970,presence,368,0.3886487517426432
0,1961-1970,presence,369,0.38226730848337187
0,1961-1970,presence,370,0.3930952615341756
0,1961-1970,presence,371,0.3856990378483591
0,1961-1970,presence,372,0.38638123230883414
0,1961-1970,presence,373,0.3846414474912332
0,1961-1970,presence,374,0.38562094747049497
0,1961-1970,presence,375,0.38441928871495434
0,1961-1970,presence,376,0.3887232655897815
0,1961-1970,presence,377,0.3840621336096449
0,1961-1970,presence,378,0.3844436819520173
0,1961-1970,presence,379,0.3850578625748309
0,1961-1970,presence,380,0.38823524504787904
0,1961-1970,presence,381,0.39005852127726387
0,1961-1970,presence,382,0.38712067543783424
0,1961-1970,presence,383,0.4007205652567643
0,1961-1970,presence,384,0.38634109847047454
0,1961-1970,presence,385,0.38760516025787517
0,1961-1970,presence,386,0.38579258024661695
0,1961-1970,presence,387,0.3837737478291777
0,1961-1970,presence,388,0.38435918551868775
0,1961-1970,presence,389,0.3855953593763191
0,1961-1970,presence,390,0.39180345274802286
0,1961-1970,presence,391,0.3980291254329716
0,1961-1970,presence,392,0.3857449216612112
0,1961-1970,presence,393,0.39208747930467386
0,1961-1970,presence,394,0.3866768904382027
0,1961-1970,presence,395,0.3874965741481579
0,1961-1970,presence,396,0.3852824913062469
0,1961-1970,presence,397,0.3851655515504051
0,1961-1970,presence,398,0.3842963378849899
0,1961-1970,presence,399,0.3876729343641108
1,1971-1980,presence,0,0.2998208194096352
1,1971-1980,presence,1,0.29760207718121806
1,1971-1980,presence,2,0.3013771973998367
1,1971-1980,presence,3,0.3148147039865306
1,1971-1980,presence,4,0.2988560054281803
1,1971-1980,presence,5,0.2987786105936261
1,1971-1980,presence,6,0.3012418116655733
1,1971-1980,presence,7,0.30088622137093507
1,1971-1980,presence,8,0.3023496519820049
1,1971-1980,presence,9,0.30215737829708417
1,1971-1980,presence,10,0.30235498079635076
1,1971-1980,presence,11,0.3038591563020743
1,1971-1980,presence,12,0.3008570756084301
1,1971-1980,presence,13,0.29917614763976996
1,1971-1980,presence,14,0.30926870754947383
1,1971-1980,presence,15,0.29921681617889045
1,1971-1980,presence,16,0.30362888623531037
1,1971-1980,presence,17,0.3144875102537641
1,1971-1980,presence,18,0.3028416735411704
1,1971-1980,presence,19,0.3016984556980687
1,1971-1980,presence,20,0.30354871646957554
1,1971-1980,presence,21,0.3103470762052419
1,1971-1980,presence,22,0.29909719243891075
1,1971-1980,presence,23,0.3035018794200296
1,1971-1980,presence,24,0.2976423078483837
1,1971-1980,presence,25,0.30146676877617284
1,1971-1980,presence,26,0.3009981045284838
1,1971-1980,presence,27,0.30393845741175457
1,1971-1980,presence,28,0.30428465923338216
1,1971-1980,presence,29,0.30066819131447614
1,1971-1980,presence,30,0.3025760826863768
1,1971-1980,presence,31,0.3013965297759802
1,1971-1980,presence,32,0.30983646255705083
1,1971-1980,presence,33,0.2999669116716331
1,1971-1980,presence,34,0.3089368204751332
1,1971-1980,presence,35,0.2985357826011851
1,1971-1980,presence,36,0.30205098454034207
1,1971-1980,presence,37,0.30749092625640617
1,1971-1980,presence,38,0.30154388417739814
1,1971-1980,presence,39,0.30130574225968965
1,1971-1980,presence,40,0.30121051198257087
1,1971-1980,presence,41,0.2997677844959192
1,1971-1980,presence,42,0.29969221925878275
1,1971-1980,presence,43,0.29705516616023586
1,1971-1980,presence,44,0.298277586813771
1,1971-1980,presence,45,0.30616689450184037
1,1971-1980,presence,46,0.3049200501725657
1,1971-1980,presence,47,0.29948084058184676
1,1971-1980,presence,48,0.3071673607538545
1,1971-1980,presence,49,0.30554087231138316
1,1971-1980,presence,50,0.3165642050229899
1,1971-1980,presence,51,0.2985646079783077
1,1971-1980,presence,52,0.3020517081101446
1,1971-1980,presence,53,0.3021537140190391
1,1971-1980,presence,54,0.30112980271649004
1,1971-1980,presence,55,0.305926925993683
1,1971-1980,presence,56,0.3002704942904246
1,1971-1980,presence,57,0.30342916711628015
1,1971-1980,presence,58,0.3070900977247727
1,1971-1980,presence,59,0.30452821605782127
1,1971-1980,presence,60,0.3048190873955193
1,1971-1980,presence,61,0.3025813325677877
1,1971-1980,presence,62,0.30075243534415363
1,1971-1980,presence,63,0.3020642641027703
1,1971-1980,presence,64,0.3101150258696698
1,1971-1980,presence,65,0.298576059804775
1,1971-1980,presence,66,0.3004283443737778
1,1971-1980,presence,67,0.3008245471132468
1,1971-1980,presence,68,0.3043484468532843
1,1971-1980,presence,69,0.3012615577147311
1,1971-1980,presence,70,0.29864250032303435
1,1971-1980,presence,71,0.3000830529477975
1,1971-1980,presence,72,0.2975819208597847
1,1971-1980,presence,73,0.30449001702774925
1,1971-1980,presence,74,0.30598320807589385
1,1971-1980,presence,75,0.2979309047720425
1,1971-1980,presence,76,0.30003301573154517
1,1971-1980,presence,77,0.31048395461321154
1,1971-1980,presence,78,0.30033952742447323
1,1971-1980,presence,79,0.30186222109790223
1,1971-1980,presence,80,0.30328294881216705
1,1971-1980,presence,81,0.30806742646042184
1,1971-1980,presence,82,0.2965259004984238
1,1971-1980,presence,83,0.3042460103392766
1,1971-1980,presence,84,0.3040557660362227
1,1971-1980,presence,85,0.3048609630536875
1,1971-1980,presence,86,0.3017146980198451
1,1971-1980,presence,87,0.29998349145407965
1,1971-1980,presence,88,0.2990881816626786
1,1971-1980,presence,89,0.29973747632513115
1,1971-1980,presence,90,0.302018324740848
1,1971-1980,presence,91,0.30482610036305857
1,1971-1980,presence,92,0.3044438482412553
1,1971-1980,presence,93,0.30312462817397023
1,1971-1980,presence,94,0.30210588381060516
1,1971-1980,presence,95,0.2977685871561645
1,1971-1980,presence,96,0.29889389241362924
1,1971-1980,presence,97,0.30251254600519306
1,1971-1980,presence,98,0.30343299774414323
1,1971-1980,presence,99,0.29911227203022867
1,1971-1980,presence,100,0.3011467672477734
1,1971-1980,presence,101,0.3014549952756222
1,1971-1980,presence,102,0.2981496619780289
1,1971-1980,presence,103,0.3078523210034433
1,1971-1980,presence,104,0.3057106879117328
1,1971-1980,presence,105,0.3015618611264896
1,1971-1980,presence,106,0.29649120666342027
1,1971-1980,presence,107,0.30787671886936596
1,1971-1980,presence,108,0.3091215211445475
1,1971-1980,presence,109,0.2998643965110683
1,1971-1980,presence,110,0.3057275523181096
1,1971-1980,presence,111,0.2989551538932344
1,1971-1980,presence,112,0.29982844114519813
1,1971-1980,presence,113,0.2997245952576835
1,1971-1980,presence,114,0.30412739916029385
1,1971-1980,presence,115,0.3049326915058339
1,1971-1980,presence,116,0.30000188418822327
1,1971-1980,presence,117,0.30141669579846825
1,1971-1980,presence,118,0.3015114225514768
1,1971-1980,presence,119,0.30899303010371126
1,1971-1980,presence,120,0.30158599198072883
1,1971-1980,presence,121,0.29923457727056796
1,1971-1980,presence,122,0.29606126190201265
1,1971-1980,presence,123,0.29915491854636594
1,1971-1980,presence,124,0.30865988826418395
1,1971-1980,presence,125,0.2999879167458502
1,1971-1980,presence,126,0.2990535971166776
1,1971-1980,presence,127,0.29952725214528625
1,1971-1980,presence,128,0.2992856257949137
1,1971-1980,presence,129,0.31105575922042644
1,1971-1980,presence,130,0.2999451555711231
1,1971-1980,presence,131,0.30022064819568695
1,1971-1980,presence,132,0.29911227396328016
1,1971-1980,presence,133,0.3061468780760576
1,1971-1980,presence,134,0.3013155130473242
1,1971-1980,presence,135,0.3061806115782508
1,1971-1980,presence,136,0.29796554100927164
1,1971-1980,presence,137,0.30314794245715304
1,1971-1980,presence,138,0.30310382453087564
1,1971-1980,presence,139,0.3030820174908797
1,1971-1980,presence,140,0.301428985137383
1,1971-1980,presence,141,0.3067955934316229
1,1971-1980,presence,142,0.30225698579026755
1,1971-1980,presence,143,0.30561121258199436
1,1971-1980,presence,144,0.3092905606247324
1,1971-1980,presence,145,0.30030763322075243
1,1971-1980,presence,146,0.29837467321406946
1,1971-1980,presence,147,0.29711480770691295
1,1971-1980,presence,148,0.30001790721604965
1,1971-1980,presence,149,0.30157655253243487
1,1971-1980,presence,150,0.3057932986919055
1,1971-1980,presence,151,0.3080749881639974
1,1971-1980,presence,152,0.30415982208938863
1,1971-1980,presence,153,0.29791182029185126
1,1971-1980,presence,154,0.3014355845392997
1,1971-1980,presence,155,0.30078581878504473
1,1971-1980,presence,156,0.29890277048945785
1,1971-1980,presence,157,0.30210171740454245
1,1971-1980,presence,158,0.30265104552739996
1,1971-1980,presence,159,0.2991138672988518
1,1971-1980,presence,160,0.2988044470794084
1,1971-1980,presence,161,0.302884270728698
1,1971-1980,presence,162,0.2993209513439776
1,1971-1980,presence,163,0.3039397443586685
1,1971-1980,presence,164,0.306801135848156
1,1971-1980,presence,165,0.30096545271177627
1,1971-1980,presence,166,0.2972809334341842
1,1971-1980,presence,167,0.31023511372098833
1,1971-1980,presence,168,0.29856317479962996
1,1971-1980,presence,169,0.30597434800608175
1,1971-1980,presence,170,0.308281179031953
1,1971-1980,presence,171,0.30135569903952253
1,1971-1980,presence,172,0.300404617455701
1,1971-1980,presence,173,0.29981212440094024
1,1971-1980,presence,174,0.29962718421213
1,1971-1980,presence,175,0.3006474487056917
1,1971-1980,presence,176,0.30210299031893467
1,1971-1980,presence,177,0.2985442453215286
1,1971-1980,presence,178,0.30103447088257457
1,1971-1980,presence,179,0.300216971746577
1,1971-1980,presence,180,0.30340015512809626
1,1971-1980,presence,181,0.3006110809555082
1,1971-1980,presence,182,0.2985766062139901
1,1971-1980,presence,183,0.30112529036580893
1,1971-1980,presence,184,0.2987951052860109
1,1971-1980,presence,185,0.2991827884591043
1,1971-1980,presence,186,0.3044379740916119
1,1971-1980,presence,187,0.30249405071193
1,1971-1980,presence,188,0.30601981634779624
1,1971-1980,presence,189,0.3024980008668089
1,1971-1980,presence,190,0.2970869334627075
1,1971-1980,presence,191,0.30064164274980837
1,1971-1980,presence,192,0.30361127019408757
1,1971-1980,presence,193,0.3035457646641857
1,1971-1980,presence,194,0.2968670069037716
1,1971-1980,presence,195,0.29694600738815136
1,1971-1980,presence,196,0.30618793165039293
1,1971-1980,presence,197,0.29788773948216674
1,1971-1980,presence,198,0.3017003649443665
1,1971-1980,presence,199,0.3012388646928121
1,1971-1980,presence,200,0.3048169522327804
1,1971-1980,presence,201,0.30015327050543766
1,1971-1980,presence,202,0.30575296088357234
1,1971-1980,presence,203,0.3018340162303011
1,1971-1980,presence,204,0.3029244973507744
1,1971-1980,presence,205,0.30737492612879613
1,1971-1980,presence,206,0.30259564065678624
1,1971-1980,presence,207,0.31289054638029096
1,1971-1980,presence,208,0.3117747493734336
1,1971-1980,presence,209,0.3028123734209261
1,1971-1980,presence,210,0.3022940767880783
1,1971-1980,presence,211,0.29721502575798237
1,1971-1980,presence,212,0.30163258145649785
1,1971-1980,presence,213,0.3019949438389841
1,1971-1980,presence,214,0.3051924810941839
1,1971-1980,presence,215,0.30257293009421493
1,1971-1980,presence,216,0.30428559561783247
1,1971-1980,presence,217,0.30072722216007813
1,1971-1980,presence,218,0.31466773880860566
1,1971-1980,presence,219,0.30295899866817055
1,1971-1980,presence,220,0.30041270426912836
1,1971-1980,presence,221,0.29964044569694726
1,1971-1980,presence,222,0.29760388465593574
1,1971-1980,presence,223,0.30005586071278795
1,1971-1980,presence,224,0.3016397952108092
1,1971-1980,presence,225,0.3020423905156877
1,1971-1980,presence,226,0.30126102773645336
1,1971-1980,presence,227,0.3013798074488864
1,1971-1980,presence,228,0.2980686318969988
1,1971-1980,presence,229,0.30343041142866994
1,1971-1980,presence,230,0.30325096604605123
1,1971-1980,presence,231,0.3030493448043758
1,1971-1980,presence,232,0.3035148253878904
1,1971-1980,presence,233,0.29610784318021166
1,1971-1980,presence,234,0.302824706718863
