specification,outcome,horizon_meetings,predictor,coefficient_per_sd,se_two_way_cluster,rate_or_odds_ratio_per_sd,ci_low_per_sd,ci_high_per_sd,contrast_ratio,contrast_ci_low,contrast_ci_high,contrast,n_topic_meetings,n_events,n_topics,n_meetings,fixed_effects,clustered_by
volume_temporal_actor_soft_output,outcome_mass,3,papers,0.1480891834266549,0.0995676336181282,1.1596163103076587,0.9540269309119168,1.409509463056973,1.1103539942443734,0.9672798772267375,1.2745907586428953,per doubling of count + 1,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,3,effective_meetings,-0.1145008022067915,0.04344268634484869,0.8918112230008184,0.8190186141866671,0.9710734819623379,0.8456807900944242,0.7465761262451088,0.9579411577647068,effective meetings: 1 to 2,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,3,returning_activation_share,0.13288217570994532,0.064395090038403,1.1421154214641436,1.0066900784983512,1.2957589071424969,1.193475894820217,1.008914530997869,1.4117991839290165,returning activation share: +25 percentage points,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,3,nearby,0.0633011958267614,0.06851782834578822,1.065347669184567,0.9314677158961262,1.2184702023140828,1.059143303559527,0.9375894285850159,1.196456042777652,per doubling of count + 1,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,3,outcomes,0.3087222976252782,0.06641847544604876,1.3616841750639304,1.1954731946019985,1.5510040718536047,1.3461739630494185,1.1875791210272117,1.5259482982697652,per doubling of count + 1,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,3,papers,0.17096396793170923,0.12333105815728318,1.1864479980762237,0.9316808989195475,1.5108808753850314,1.1284536391373412,0.9512093079744326,1.3387249315232064,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,3,effective_meetings,-0.19837694209269774,0.08639094682368273,0.8200606794825461,0.6923226340323,0.9713672281903182,0.747967050030983,0.5837593071123003,0.9583653761333971,effective meetings: 1 to 2,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,3,latest_attention_lag,-0.1097678660797751,0.09484163342475715,0.8960421129246231,0.7440422429574126,1.0790939301283446,0.8262665747470976,0.5980877923699041,1.1414987251939361,attention is one meeting farther in the past,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,3,returning_activation_share,0.1594932000626099,0.09677563129431575,1.1729162864362992,0.9702640410345678,1.4178950850539713,1.236506423261129,0.9606166966462075,1.5916318549365556,returning activation share: +25 percentage points,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,3,nearby,0.07368847558629116,0.09451184704856057,1.0764714061327174,0.8944424241443618,1.2955453106217185,1.0691770279418158,0.9036966330601862,1.2649593627537188,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_hard_output,outcome_count_hard,3,outcomes,0.3558889794518127,0.07430031833502401,1.4274490632889476,1.233999296659651,1.6512252752494774,1.4087220193037677,1.224408873727886,1.6207802558872357,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,3,papers,0.12853744562560093,0.08932258412676282,1.1371640023114513,0.9545313239142659,1.354740212034305,1.095113995314867,0.9676413392253734,1.2393793176452617,per doubling of count + 1,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,3,effective_meetings,-0.1621570111212171,0.05654117449719052,0.8503076862953779,0.7611097501896243,0.9499591368956493,0.7886951617597497,0.6705871925721635,0.927605037903104,effective meetings: 1 to 2,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,3,latest_attention_lag,-0.1189107571203522,0.08442668596292911,0.8878870348221491,0.7524753340197067,1.0476667486148088,0.8132365304830951,0.6099224453567558,1.08432417850329,attention is one meeting farther in the past,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,3,returning_activation_share,0.13080048007548084,0.0628545753539392,1.1397403577148326,1.0076345077526594,1.2891659356735703,1.1901735933178794,1.0101745665745467,1.4022459375853433,returning activation share: +25 percentage points,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,3,nearby,0.08403696729052622,0.07146552225492689,1.0876691012453037,0.9455056111379242,1.251207882711544,1.0792678054661315,0.950406919828174,1.2256002893226718,per doubling of count + 1,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_soft_output,outcome_mass,3,outcomes,0.30928808453524653,0.06594742310872735,1.3624548161344496,1.1972546393546055,1.5504497247207234,1.3469075478283563,1.189283087291768,1.5254231408673233,per doubling of count + 1,1279,1279,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,3,papers,-0.014821335805035666,0.09018377016512912,0.9852879595584652,0.8256523107865896,1.1757883440379653,0.9895780238287294,0.8733472473889622,1.1212775538853204,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,3,effective_meetings,-0.05863110774857591,0.08988596528269527,0.9430545905299672,0.7907229703288382,1.1247326738842416,0.9177522391157366,0.7091233522135953,1.1877611557604548,effective meetings: 1 to 2,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,3,latest_attention_lag,-0.02414321497547689,0.08115103206445624,0.9761459010355182,0.8326022533512321,1.1444369941027301,0.9588943420675288,0.7272372278196632,1.2643444588306016,attention is one meeting farther in the past,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,3,returning_activation_share,0.14121050598017384,0.0883210530252212,1.1516670552720611,0.9686046406354637,1.3693275362885553,1.206779468398563,0.958430567800821,1.5194806324780818,returning activation share: +25 percentage points,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,3,nearby,0.03027339699672702,0.08514919387703876,1.0307362956430084,0.8723024900194024,1.2179459801063275,1.0278611217879754,0.883368225966394,1.1959887786629848,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_any_hard_output,any_hard_output,3,outcomes,0.19674312626392434,0.07244182889895442,1.2174312744170308,1.0562840560904572,1.4031631921193644,1.2085756690160652,1.0541399862709007,1.3856367909017535,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,3,papers,0.06354921995244751,0.09322453795767757,1.0656119338794234,0.8876561100574843,1.2792440459320535,1.046011888197668,0.9191023809206822,1.1904450395992112,per doubling of count + 1,1124,248,41,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,3,effective_meetings,-0.23593108700148976,0.11269630943655114,0.7898351019625868,0.6332969487442793,0.9850663097765083,0.710011291996241,0.5152475715081667,0.9783957511659641,effective meetings: 1 to 2,1124,248,41,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,3,latest_attention_lag,-0.0381888043519835,0.11088963022842467,0.9625311936561228,0.7745039805727427,1.196205987315859,0.9370562229840963,0.6472554047372353,1.3566118700695748,attention is one meeting farther in the past,1124,248,41,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,3,returning_activation_share,0.22708834944873557,0.12207362310932748,1.2549407363648788,0.9878978751145051,1.5941690851450445,1.3542457949285736,0.9838721899434304,1.8640446308246323,returning activation share: +25 percentage points,1124,248,41,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,3,nearby,-0.00684522260502636,0.10910100463754158,0.9931781525647387,0.8019707110304821,1.229973650115528,0.9938344718470201,0.8192337643768294,1.2056472772246754,per doubling of count + 1,1124,248,41,44,concern and ATCM meeting,concern and ATCM meeting
recency_adjusted_excluding_site_administration,outcome_count_hard,3,outcomes,0.2108811359493083,0.0837939760190403,1.234765577100107,1.0477499320313548,1.4551621372433874,1.2874112546312584,1.0574709486917482,1.567350611949879,per doubling of count + 1,1124,248,41,44,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,3,papers,0.19561166472546618,0.13252431715681628,1.2160545767414181,0.9378774424307142,1.5767398454334773,1.148286462331678,0.9556768821521464,1.379715073367529,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,3,effective_meetings,-0.15966828694599008,0.08494203920569006,0.8524265030722923,0.7216935445051992,1.0068414061237625,0.7915737347676746,0.6203662438103117,1.0100307420428178,effective meetings: 1 to 2,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,3,paper_weighted_lag,-0.11308380178538284,0.06669165938734015,0.8930758156321764,0.7836447751858061,1.0177882093043573,0.7982527038297934,0.6152089989849018,1.0357575721794896,attention is one meeting farther in the past,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,3,returning_activation_share,0.15211279247851775,0.09942162286362234,1.1642915523561563,0.9581474596923234,1.4147872597013462,1.2244190290255,0.9446826323753179,1.5869900718616385,returning activation share: +25 percentage points,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,3,nearby,0.08978791259105647,0.09619101766413297,1.0939422477232716,0.9059723591847635,1.3209118680295049,1.0849166430082444,0.914264723974656,1.2874215655605965,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
mean_lag_adjusted_hard_output,outcome_count_hard,3,outcomes,0.3574515893347944,0.07344173763907964,1.4296813529474124,1.2380106583590254,1.6510267962271317,1.4108432141357745,1.228241135256967,1.6205926651825775,per doubling of count + 1,1279,349,45,44,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_3_quiet_meetings,3,papers,0.06869384892574718,0.18786250011298397,1.0711082380088421,0.7411763807599371,1.547908011253804,1.0505108878424736,0.8066590193954833,1.3680788275355908,per doubling of count + 1,549,89,45,35,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_3_quiet_meetings,3,effective_meetings,-0.036841986573157286,0.1989471982305909,0.9638284211488501,0.652608092106007,1.4234656858398071,0.9504163576558314,0.5548225344043918,1.6280723959229064,effective meetings: 1 to 2,549,89,45,35,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_3_quiet_meetings,3,returning_activation_share,0.21997194899923792,0.22537739764311637,1.2460417773783001,0.8011013982249746,1.9381068544035271,1.3303290768612246,0.7499441858474297,2.359876222978659,returning activation share: +25 percentage points,549,89,45,35,concern and ATCM meeting,concern and ATCM meeting
quiet_period_onset_hard_output,onset_after_3_quiet_meetings,3,nearby,-0.07273303228900617,0.21684796611312537,0.9298490365616139,0.6078938227684406,1.4223194880595338,0.9396373279166665,0.6530570410423473,1.351977319783802,per doubling of count + 1,549,89,45,35,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,5,any_attention,0.46785900517252427,0.17749657407224698,1.5965722783838012,1.12745820163953,2.260875867856447,2.7949768883099866,1.3015406620405905,6.002037457622934,first focal paper: none to one,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,5,positive_log_papers,0.37555561207900884,0.15506875132001818,1.4558000500460204,1.074247975920259,1.9728720306858782,1.1847743854028945,1.0328631688024519,1.3590283657169306,per doubling of papers after the first,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,5,nearby,-0.12737797419829433,0.15890027751960442,0.880400840898206,0.6447952089300538,1.2020958436407214,0.9340820710935537,0.7906334693426456,1.1035572732126442,per doubling of count + 1,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_hard_output,outcome_count_hard,5,outcomes,0.35453005032820584,0.09048388978229875,1.4255105786143336,1.1938479076807016,1.7021267086601606,1.3759606749120252,1.1729254390324246,1.614141629041791,per doubling of count + 1,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,5,any_attention,0.8469215678071397,0.17395524304338011,2.3324554824879224,1.6585924009875042,3.2800997849434586,6.427423341744241,3.039056343566786,13.593617933885747,first focal paper: none to one,1890,276,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,5,positive_log_papers,0.38732814406923993,0.1949235747496013,1.4730397812423994,1.0052918904090866,2.158424053574801,1.1910881701024096,1.0023856755016722,1.4153145477142643,per doubling of papers after the first,1890,276,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,5,nearby,-0.1917725280675567,0.1901048244379267,0.8254946239936608,0.5687137858551635,1.1982149741943844,0.9024299751024536,0.7392374471490795,1.1016485475730802,per doubling of count + 1,1890,276,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_high_confidence_hard_output,outcome_count_high_confidence,5,outcomes,0.4575394056144049,0.07914580173117496,1.5801810129174296,1.3531208080422716,1.8453430164875184,1.5096568966474804,1.3128972592298962,1.735904260271004,per doubling of count + 1,1890,276,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,5,any_attention,0.22623408336676906,0.09080727406407557,1.2538691408379485,1.0494348972551157,1.4981280177149465,1.6437925607859478,1.1118250196151407,2.4302870822519744,first focal paper: none to one,1890,1890,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,5,positive_log_papers,0.26216836074404204,0.11750694919549422,1.2997453501037621,1.0323675330363307,1.6363726299564871,1.1256507803738807,1.01448539375806,1.2489974593547564,per doubling of papers after the first,1890,1890,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,5,nearby,-0.008873576053861389,0.11808717932488602,0.9911656779285908,0.7863726829976849,1.2492923805016447,0.9952608538509718,0.8792762636640786,1.1265448734854009,per doubling of count + 1,1890,1890,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_soft_output,outcome_mass,5,outcomes,0.3089303526880922,0.0663663057016474,1.3619675098240998,1.195844216775909,1.5511681804320352,1.3206219114840294,1.1746908983361637,1.484681830396404,per doubling of count + 1,1890,1890,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,5,any_attention,0.7117904776101674,0.1324435288404603,2.0376363366961656,1.5717680953504432,2.6415867919108282,4.776503293662502,2.7004694881638622,8.448524900713242,first focal paper: none to one,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,5,positive_log_papers,0.1706926991990446,0.15735055961575567,1.1861261954808775,0.8713475151117054,1.6146202602363295,1.0801098583190354,0.9397193436125832,1.2414741847848294,per doubling of papers after the first,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,5,nearby,-0.10184850151005416,0.17279640053064835,0.9031663696459279,0.6436955284720156,1.2672287676064966,0.9469358426416435,0.7899113239467642,1.1351748770978136,per doubling of count + 1,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_any_hard_output,any_hard_output,5,outcomes,0.1586512443676629,0.08807904435236183,1.1719291585065428,0.9861136349787287,1.3927583027360524,1.1535218415547615,0.9874906238975577,1.3474686308332238,per doubling of count + 1,1890,363,45,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,5,any_attention,0.726045503213161,0.14389571150242897,2.0668909118141916,1.5589459326236856,2.7403375267481636,4.778525453010912,2.602670413862288,8.773414176245119,first focal paper: none to one,1722,260,41,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,5,positive_log_papers,0.25288039331796835,0.16770609413289314,1.2877292466007504,0.9269797566117498,1.7888703617564168,1.1218744828755252,0.9661058925185192,1.3027581811412057,per doubling of papers after the first,1722,260,41,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,5,nearby,-0.16255058054157762,0.1922652976047793,0.8499730970385233,0.5831035084690744,1.2389811674878222,0.9176024690943774,0.7517560074331783,1.1200366647724334,per doubling of count + 1,1722,260,41,42,concern and ATCM meeting,concern and ATCM meeting
attention_hurdle_excluding_site_administration,outcome_count_hard,5,outcomes,0.16658257342059607,0.10378411360010452,1.1812610726107295,0.9638358400900996,1.4477337982524194,1.2028035027606694,0.9599918980510063,1.507029662636244,per doubling of count + 1,1722,260,41,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,5,papers,0.2041559605718241,0.13177123644746735,1.22648942253228,0.9473225301268474,1.5879241290525854,1.1400805364665132,0.9658464477154248,1.3457456231311193,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,5,effective_meetings,0.06402513140991903,0.08560711132529483,1.0661191915032584,0.9014372844219231,1.260886531025229,1.054462401142768,0.9176430053116691,1.2116813935132957,effective meetings: 1 to 2,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,5,returning_activation_share,0.05969848900478829,0.07303346430839336,1.0615164394117937,0.9199397492404332,1.2248814686743037,1.0709384011980985,0.9086464159739402,1.2622171165792972,returning activation share: +25 percentage points,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,5,nearby,-0.07298813735461931,0.10237158159519551,0.9296118576161929,0.7606085539129727,1.1361668250703194,0.9401881716063998,0.793561860129466,1.1139066056984794,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_hard_output,outcome_count_hard,5,outcomes,0.38671124874614426,0.09853831993862794,1.4721313501228808,1.2135817871733152,1.785764037430397,1.3871645380458728,1.1779993088022767,1.6334690871495197,per doubling of count + 1,1336,350,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,5,papers,0.13467373930683565,0.08810766855559886,1.1441634278957797,0.962696294705833,1.3598369048820744,1.0903304816988928,0.9758827504921307,1.218200197433786,per doubling of count + 1,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,5,effective_meetings,0.011044475818057592,0.05869557057317678,1.0111056911974599,0.9012263405852516,1.1343817559837344,1.0091899457638014,0.9174651390094308,1.110085062992541,effective meetings: 1 to 2,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,5,returning_activation_share,0.09724817109366894,0.04912821356819424,1.1021338574489894,1.0009573304485533,1.2135372835433984,1.118113841980681,1.0010991158030071,1.2488059812399288,returning activation share: +25 percentage points,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,5,nearby,-0.03547402721132244,0.07963420499256263,0.9651478014843564,0.8256725034604905,1.1281837227302804,0.9704691332736256,0.8505548148060512,1.1072894095033952,per doubling of count + 1,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
volume_temporal_actor_soft_output,outcome_mass,5,outcomes,0.337440395017622,0.0753977964474492,1.4013560780982468,1.208839385768342,1.6245324902072933,1.3305140405301261,1.1741024615412854,1.5077624568846486,per doubling of count + 1,1336,1336,45,42,concern and ATCM meeting,concern and ATCM meeting
