validation_id,outcome_id,primary_concern,secondary_concern,confidence,rationale
"OV023","Decision 5 (2009)","INSUFFICIENT_TITLE","","high","Only a document page reference is visible."
"OV024","Decision 6 (2009)","INSUFFICIENT_TITLE","","high","Only a document page reference is visible."
"OV025","Decision 1 (2010)","Operation of the Antarctic Treaty system General","","high","The title concerns compilation of Treaty System documents."
"OV026","Decision 2 (2010)","Operation of the Antarctic Treaty system The Secretariat","","high","The title concerns Secretariat reports programmes and budgets."
"OV027","Decision 3 (2010)","INSUFFICIENT_TITLE","","high","The title is truncated before identifying the committee."
"OV028","Decision 4 (2010)","Liability","","high","The title explicitly concerns environmental-emergency liability."
"OV029","Decision 5 (2010)","Cooperation with Other Organisations","Climate Change","high","The title concerns letters to international climate and maritime bodies."
"OV030","Decision 1 (2011)","Operation of the Antarctic Treaty system General","","high","The title concerns the current status of Treaty measures."
"OV031","Decision 2 (2011)","Operation of the Antarctic Treaty system General","Operation of the CEP","high","The title covers ATCM and CEP procedural rules."
"OV032","Decision 4 (2012)","Exchange of Information","","high","The title concerns use and refinement of the EIES."
"OV033","Decision 1 (2013)","Operation of the Antarctic Treaty system General","","high","The title concerns recognition of Consultative Party status."
"OV034","Decision 3 (2013)","Operation of the Antarctic Treaty system The Secretariat","","high","The title concerns the Secretariat external auditor."
"OV035","Decision 4 (2013)","Operation of the Antarctic Treaty system The Secretariat","","high","The title concerns the Secretariat report programme and budget."
"OV036","Decision 3 (2014)","Multiyear strategic workplan","","high","The title explicitly names the ATCM multi-year work plan."
"OV037","Decision 1 (2015)","Operation of the Antarctic Treaty system General","","high","The title concerns ATCM procedural rules for committees."
"OV038","Decision 4 (2015)","Multiyear strategic workplan","","high","The title explicitly names the ATCM multi-year work plan."
"OV039","Decision 2 (2017)","Operation of the Antarctic Treaty system General","","high","The title concerns procedure for Consultative Party status."
"OV040","Decision 4 (2017)","Operation of the Antarctic Treaty system General","","high","The title concerns appointment of ATCM working-group chairs."
"OV041","Decision 1 (2018)","Operation of the Antarctic Treaty system The Secretariat","","high","The title concerns the Secretariat report programme and budget."
"OV042","Decision 1 (2019)","Historic Sites and Monuments","","high","The title concerns formatting the historic-sites list."
"OV043","Decision 3 (2019)","Operation of the Antarctic Treaty system The Secretariat","","high","The title concerns the Secretariat report programme and budget."
"OV044","Decision 6 (2019)","Tourism and NG_Activities","","high","The title concerns regulations for tourism and nongovernmental activities."
"OV045","Decision 1 (2021)","Historic Sites and Monuments","","high","The title concerns the historic-sites and monuments list."
"OV046","Decision 5 (2021)","Multiyear strategic workplan","","high","The title explicitly names the ATCM multi-year work plan."
"OV047","Decision 2 (2022)","Liability","","high","The title explicitly concerns environmental-emergency liability."
"OV048","Decision 5 (2023)","Multiyear strategic workplan","","high","The title explicitly names the ATCM multi-year work plan."
"OV049","Measure 1 (1997)","Management Plans","","high","The title concerns a revised protected-area management plan."
"OV050","Measure 2 (1997)","Management Plans","","high","The title concerns management plans for protected areas."
"OV051","Measure 3 (1997)","Management Plans","","high","The title concerns revised plans for specified protected sites."
"OV052","Measure 5 (1997)","Historic Sites and Monuments","","high","The title names a historic monument amendment."
"OV053","Measure 1 (1998)","Management Plans","","high","The title concerns management plans for protected areas."
"OV054","Measure 2 (1998)","Historic Sites and Monuments","","high","The title names a historic site."
"OV055","Measure 1 (2001)","Historic Sites and Monuments","","high","The title explicitly concerns historic sites and monuments."
"OV056","Measure 2 (2001)","Historic Sites and Monuments","","high","The title explicitly concerns historic sites and monuments."
"OV057","Measure 3 (2001)","Management Plans","","high","The title extends expiry dates for specified protected sites."
"OV058","Measure 1 (2004)","Management Plans","","high","The title concerns ASMA designations and management plans."
"OV059","Measure 1 (2006)","Management Plans","","high","The title concerns ASPA designations and management plans."
"OV060","Measure 1 (2007)","Management Plans","","high","The title concerns revised ASPA management plans."
"OV061","Measure 3 (2007)","Historic Sites and Monuments","","high","The title names an Antarctic historic monument."
"OV062","Measure 13 (2008)","Management Plans","","high","The title names an ASPA revised management plan."
"OV063","Measure 13 (2009)","Management Plans","","high","The title designates a named ASPA."
"OV064","Measure 14 (2009)","Historic Sites and Monuments","","high","The title names two historic sites."
"OV065","Measure 15 (2009)","Tourism and NG_Activities","","high","The title concerns landings from passenger vessels."
"OV066","Measure 16 (2009)","Environmental Protection General","","medium","The title concerns amendment of an Environment Protocol annex."
"OV067","Measure 11 (2010)","Management Plans","","high","The title names an ASPA revised management plan."
"OV068","Measure 15 (2010)","Historic Sites and Monuments","","high","The title names an Antarctic historic monument plaque."
"OV069","Measure 2 (2010)","Management Plans","","high","The title names an ASPA revised management plan."
"OV070","Measure 4 (2010)","INSUFFICIENT_TITLE","","high","The truncated title names an ASPA but not the action."
"OV071","Measure 6 (2010)","INSUFFICIENT_TITLE","","high","The truncated title names an ASPA but not the action."
"OV072","Measure 3 (2011)","Management Plans","","high","The title names an ASPA revised management plan."
"OV073","Measure 1 (2012)","INSUFFICIENT_TITLE","","high","The truncated title names an ASPA but not the action."
"OV074","Measure 11 (2012)","Historic Sites and Monuments","","medium","The visible subject is Antarctic historic sites and monuments."
"OV075","Measure 1 (2013)","Management Plans","","high","The title names an ASPA revised management plan."
"OV076","Measure 13 (2013)","Management Plans","","high","The title names an ASPA revised management plan."
"OV077","Measure 15 (2013)","Management Plans","","high","The title names an ASPA revised management plan."
"OV078","Measure 4 (2013)","Management Plans","","high","The title names an ASPA revised management plan."
"OV079","Measure 6 (2013)","Management Plans","","high","The title names an ASPA revised management plan."
"OV080","Measure 9 (2013)","Management Plans","","high","The title names an ASPA revised management plan."
"OV081","Measure 14 (2014)","Management Plans","","high","The title names an ASMA revised management plan."
"OV082","Measure 9 (2014)","Management Plans","","high","The title names an ASPA revised management plan."
"OV083","Measure 1 (2015)","Management Plans","","high","The title names an ASPA revised management plan."
"OV084","Measure 18 (2015)","Management Plans","","high","The title names an ASMA revised management plan."
"OV085","Measure 4 (2015)","Management Plans","","high","The title names an ASPA revised management plan."
"OV086","Measure 1 (2016)","Management Plans","","high","The title names an ASPA revised management plan."
"OV087","Measure 2 (2016)","Management Plans","","high","The title names an ASPA revised management plan."
"OV088","Measure 4 (2017)","Management Plans","","high","The title names an ASPA revised management plan."
"OV089","Measure 1 (2018)","Management Plans","","high","The title names an ASPA revised management plan."
"OV090","Measure 4 (2018)","Management Plans","","high","The title names an ASPA revised management plan."
"OV091","Measure 5 (2018)","Management Plans","","high","The title names an ASPA revised management plan."
"OV092","Measure 7 (2019)","Management Plans","","high","The title names an ASPA revised management plan."
"OV093","Measure 17 (2021)","Management Plans","","high","The title names an ASPA revised management plan."
"OV094","Measure 4 (2021)","Management Plans","","high","The title names an ASPA revised management plan."
"OV095","Measure 7 (2021)","Management Plans","","high","The title names an ASPA revised management plan."
"OV096","Measure 1 (2022)","Management Plans","","high","The title names an ASMA revised management plan."
"OV097","Measure 12 (2022)","Management Plans","","high","The title names an ASPA revised management plan."
"OV098","Measure 15 (2022)","Management Plans","","high","The title names an ASPA revised management plan."
"OV099","Measure 18 (2022)","Historic Sites and Monuments","","high","The title updates specified historic-site records."
"OV100","Measure 6 (2022)","Management Plans","","high","The title names an ASPA revised management plan."
"OV101","Measure 8 (2023)","Management Plans","","high","The title names an ASPA revised management plan."
"OV102","Measure 12 (2024)","Management Plans","","high","The title names an ASPA revised management plan."
"OV103","Measure 4 (2024)","Management Plans","","high","The title names an ASPA revised management plan."
"OV104","Measure 1 (2025)","Management Plans","","high","The title names an ASPA revised management plan."
"OV105","Recommendation 3-3","Operational issues","","high","The title explicitly concerns logistics."
"OV106","Recommendation 4-16","Specially Protected Species","","high","The title explicitly identifies fur seals as specially protected."
"OV107","Recommendation 4-22","Marine living resources","","high","The title concerns pelagic sealing."
"OV108","Recommendation 5-3","Science issues","","high","The title concerns Southern Ocean research."
"OV109","Recommendation 6-11","INSUFFICIENT_TITLE","","high","The title names new islands without stating a concern."
"OV110","Recommendation 6-12","Exchange of Information","","high","The title concerns information exchange on rocket launches."
"OV111","Recommendation 7-3","Area Protection and Management Plans General","","high","The title concerns the SSSI protected-area category."
"OV112","Recommendation 7-8","Operational issues","","high","The title concerns transport cooperation."
"OV113","Recommendation 7-9","Historic Sites and Monuments","","high","The title explicitly concerns historic monuments."
"OV114","Recommendation 8-3","Area Protection and Management Plans General","","high","The title concerns the SSSI protected-area category."
"OV115","Recommendation 8-5","Area Protection and Management Plans General","","high","The title concerns general entry permits for protected areas."
"OV116","Recommendation 8-7","Operational issues","","high","The title concerns transport cooperation."
"OV117","Recommendation 9-4","Operational issues","","high","The title concerns transport cooperation."
"OV118","Recommendation 10-7","Prevention of marine pollution","","high","The title concerns oil contamination of the marine environment."
"OV119","Recommendation 13-11","Area Protection and Management Plans General","","medium","The visible subject is the protected-area system."
"OV120","Recommendation 13-13","INSUFFICIENT_TITLE","","high","The truncated title names a protected area but not the action."
"OV121","Recommendation 14-1","Operation of the Antarctic Treaty system General","","high","The title concerns public availability of ATCM documents."
"OV122","Recommendation 14-2","Environmental Impact Assessment EIA Other EIA Matters","","high","The title explicitly concerns environmental impact assessment."
"OV123","Recommendation 14-4","Management Plans","Science issues","high","The title extends designation of specified scientific-interest sites."
"OV124","Recommendation 14-5","INSUFFICIENT_TITLE","","high","The title is truncated before identifying the protected-site concern."
"OV125","Recommendation 14-6","Area Protection and Management Plans General","","medium","The title concerns marine sites of special scientific interest."
"OV126","Recommendation 14-9","Safety and Operations in Antarctica","","high","The title explicitly concerns air safety."
"OV127","Recommendation 15-19","Operational issues","","medium","The title concerns cooperation in hydrographic charting."
"OV128","Recommendation 15-2","Environmental Protection General","","high","The title concerns comprehensive Antarctic environmental protection."
"OV129","Recommendation 15-22","Operation of the Antarctic Treaty system Reports","","high","The title explicitly names Treaty System operational reports."
"OV130","Recommendation 15-3","Waste management and disposal","","high","The title explicitly concerns waste disposal."
"OV131","Recommendation 15-7","Management Plans","","high","The title redesignates a named protected area."
"OV132","Recommendation 16-1","Exchange of Information","","high","The title explicitly concerns information exchange."
"OV133","Recommendation 16-10","Area Protection and Management Plans General","","high","The title concerns review of the protected-area system."
"OV134","Recommendation 16-5","Area Protection and Management Plans General","","high","The title explicitly concerns the protected-area system."
"OV135","Recommendation 17-4","Climate Change","Science issues","medium","The title concerns global-change research in Antarctica."
"OV136","Resolution 2 (1995)","Waste management and disposal","","high","The title concerns disposal of nuclear waste."
"OV137","Resolution 5 (1995)","Inspections","","high","The title explicitly concerns inspection checklists."
"OV138","Resolution 8 (1995)","Historic Sites and Monuments","","high","The title concerns guidelines for proposing historic sites."
"OV139","Resolution 2 (1996)","Educational issues","","high","The title explicitly concerns educational and cultural activities."
"OV140","Resolution 3 (1996)","Management Plans","","high","The title extends expiry dates for specified protected sites."
"OV141","Resolution 5 (1996)","Area Protection and Management Plans General","","high","The title concerns the ASPA numbering system."
"OV142","Resolution 1 (1997)","Emergency report and contingency planning","","high","The title explicitly concerns contingency plans."
"OV143","Resolution 1 (1998)","Area Protection and Management Plans General","","high","The title concerns the Protocol annex on protected areas."
"OV144","Resolution 2 (1998)","Area Protection and Management Plans General","","high","The title concerns general guidance for preparing ASPA plans."
"OV145","Resolution 4 (1998)","Science issues","","medium","The title concerns management of Antarctic data."
"OV146","Resolution 2 (1999)","Specially Protected Species","","high","The title explicitly concerns the specially protected species list."
"OV147","Resolution 6 (1999)","Environmental Protection General","","high","The title concerns adherence to the Environment Protocol."
"OV148","Resolution 2 (2001)","Cooperation with Other Organisations","Marine living resources","high","The title supports CCAMLR measures against illegal fishing."
"OV149","Resolution 4 (2001)","Historic Sites and Monuments","","high","The title explicitly concerns historic sites and monuments."
"OV150","Resolution 5 (2001)","Historic Sites and Monuments","","high","The title concerns handling pre-1958 historic remains."
"OV151","Resolution 6 (2001)","INSUFFICIENT_TITLE","","high","Treaty article references alone do not state the concern."
"OV152","Resolution 3 (2002)","Cooperation with Other Organisations","","high","The title explicitly supports CCAMLR."
"OV153","Resolution 4 (2003)","Fauna and Flora_General","","high","The title concerns conservation of albatrosses and petrels."
"OV154","Resolution 5 (2004)","Exchange of Information","","high","The title concerns a group to improve information exchange."
"OV155","Resolution 6 (2005)","Site Guidelines for Visitors","","high","The title concerns the Antarctic post-visit site report form."
"OV156","Resolution 7 (2005)","Biological Prospecting","","high","The title explicitly concerns biological prospecting."
"OV157","Resolution 5 (2007)","Tourism and NG_Activities","","high","The title explicitly concerns Antarctic tourism."
"OV158","Resolution 1 (2008)","Area Protection and Management Plans General","Historic Sites and Monuments","high","The title gives proposal guidance spanning protected areas and historic sites."
"OV159","Resolution 3 (2008)","Environmental Domains Analysis","","high","The title explicitly concerns environmental domains analysis."
"OV160","Resolution 5 (2008)","Safety and Operations in Antarctica","Environmental Protection General","high","The title links charting to navigation safety and environmental protection."
"OV161","Resolution 6 (2008)","Search and Rescue","","high","The title explicitly concerns maritime rescue coordination."
"OV162","Resolution 5 (2009)","Fauna and Flora_General","","high","The title concerns protection of the Southern Giant Petrel."
"OV163","Resolution 7 (2009)","Tourism and NG_Activities","","high","The title concerns general principles of Antarctic tourism."
"OV164","Resolution 2 (2010)","International Polar Year","Science issues","high","The title concerns the IPY contribution to hydrographic knowledge."
"OV165","Resolution 7 (2010)","Tourism and NG_Activities","","medium","The visible title concerns port control for passenger vessels."
"OV166","Resolution 2 (2011)","Area Protection and Management Plans General","","high","The title concerns general guidance for preparing ASPA plans."
"OV167","Resolution 2 (2012)","Institutional and legal matters","","high","The title concerns cooperation on jurisdiction."
"OV168","Resolution 3 (2012)","INSUFFICIENT_TITLE","","high","The title does not specify what kind of cooperation is addressed."
"OV169","Resolution 3 (2013)","Site Guidelines for Visitors","","high","The title explicitly concerns visitor site guidelines."
"OV170","Resolution 6 (2013)","Biological Prospecting","","high","The title explicitly concerns biological prospecting."
"OV171","Resolution 2 (2014)","Exchange of Information","Science issues","high","The title concerns exchange of meteorological and related scientific information."
"OV172","Resolution 3 (2015)","Science issues","","medium","The title concerns an Antarctic environments information portal."
"OV173","Resolution 5 (2015)","Fauna and Flora_General","","high","The title concerns important bird areas."
"OV174","Resolution 6 (2015)","Climate Change","","high","The title explicitly concerns Antarctica in global climate processes."
"OV175","Resolution 1 (2016)","Environmental Impact Assessment EIA Other EIA Matters","","high","The title explicitly concerns revised EIA guidelines."
"OV176","Resolution 2 (2016)","Site Guidelines for Visitors","","high","The title explicitly concerns visitor site guidelines."
"OV177","Resolution 4 (2016)","Nonnative Species and Quarantine","Operation of the CEP","high","The title concerns the CEP non-native species manual."
"OV178","Resolution 5 (2016)","Area Protection and Management Plans General","Historic Sites and Monuments","high","The title gives proposal guidance spanning protected areas and historic sites."
"OV179","Resolution 3 (2017)","Environmental Domains Analysis","","high","The title concerns Antarctic conservation biogeographic regions."
"OV180","Resolution 4 (2017)","Environmental Protection General","","low","The title suggests environmentally responsible expedition activity."
"OV181","Resolution 5 (2017)","Marine Protected Areas","","high","The title establishes a marine protected area."
"OV182","Resolution 6 (2017)","Emergency report and contingency planning","Tourism and NG_Activities","high","The title concerns contingency planning for tourism and nongovernmental activity."
"OV183","Resolution 1 (2018)","Site Guidelines for Visitors","","high","The title explicitly concerns visitor site guidelines."
"OV184","Resolution 4 (2018)","Environmental Protection General","Operational issues","high","The title concerns environmental guidance for operating remotely piloted aircraft."
"OV185","Resolution 5 (2018)","Cooperation with Other Organisations","Environmental Protection General","high","The title adopts a SCAR environmental code for field research."
"OV186","Resolution 2 (2019)","Site Guidelines for Visitors","","high","The title explicitly concerns visitor site guidelines."
"OV187","Resolution 3 (2019)","Site Guidelines for Visitors","","high","The title concerns assessment and review of visitor site guidelines."
"OV188","Resolution 4 (2019)","Cooperation with Other Organisations","Fauna and Flora_General","high","The title concerns a SCAR code for scientific use of animals."
"OV189","Resolution 6 (2019)","Operational issues","","medium","The title concerns hydrographic mapping of Antarctic waters."
"OV190","Resolution 7 (2019)","Cooperation with Other Organisations","Science issues","high","The title concerns SCAR scientific advice to the Treaty System."
"OV191","Resolution 1 (2021)","Cooperation with Other Organisations","Environmental Protection General","high","The title concerns a SCAR environmental code for geoscience fieldwork."
"OV192","Resolution 5 (2021)","Safety and Operations in Antarctica","","medium","The title concerns COVID-19 in Antarctica."
"OV193","Resolution 6 (2021)","Safety and Operations in Antarctica","","high","The title explicitly concerns air safety."
"OV194","Resolution 4 (2022)","Climate Change","Environmental Protection General","high","The title concerns Antarctic climate change and environmental action."
"OV195","Resolution 2 (2023)","Climate Change","","high","The title explicitly concerns climate change and Antarctica."
"OV196","Resolution 4 (2023)","Tourism and NG_Activities","","high","The title concerns urgent measures for tourism and nongovernmental activities."
"OV197","Resolution 2 (2024)","Site Guidelines for Visitors","","high","The title explicitly concerns general visitor guidelines."
"OV198","Resolution 1 (2025)","Site Guidelines for Visitors","","high","The title explicitly concerns visitor site guidelines."
"OV199","Resolution 2 (2025)","Area Protection and Management Plans General","","high","The title concerns the general ASPA framework."
"OV200","Resolution 4 (2025)","Site Guidelines for Visitors","","high","The title explicitly concerns general visitor guidelines."
