paper_id,archive_categories,category_count,primary_concern,assignment_method,conditional_information,conditional_probability,marginal_idf,runner_up,runner_up_information,information_margin,full_bundle_support,remainder_support,conditional_tie_count,collector_first_match,matches_collector_first_match
12820,Cooperation with Other Organisations,1,Cooperation with Other Organisations,single_archive_category,3.462849459473995,0.031340331659820475,3.462849459473995,,,,206,6573,1,Cooperation with Other Organisations,True
12827,Cooperation with Other Organisations	Science issues,2,Cooperation with Other Organisations,conditional_information,2.947134398588113,0.052489905787348586,3.462849459473995,Science issues,1.6643145226599347,1.2828198759281781,39,743,1,Cooperation with Other Organisations,True
13038,Cooperation with Other Organisations	Operation of the Antarctic Treaty system Reports	Tourism and NG_Activities,3,Tourism and NG_Activities,conditional_information,2.7300291078209855,0.06521739130434782,2.2627677106410258,Cooperation with Other Organisations,1.540445040947149,1.1895840668738364,3,46,1,Cooperation with Other Organisations,False
12933,Cooperation with Other Organisations	Science issues,2,Cooperation with Other Organisations,conditional_information,2.947134398588113,0.052489905787348586,3.462849459473995,Science issues,1.6643145226599347,1.2828198759281781,39,743,1,Cooperation with Other Organisations,True
12802,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
12863,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
12904,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
12908,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
13047,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
12954,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
13035,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
12983,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
13003,Educational issues,1,Educational issues,single_archive_category,3.554283665433627,0.028601856077894415,3.5542836654336267,,,,188,6573,1,Educational issues,True
12715,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
12928,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
12950,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
12952,Environmental Impact Assessment EIA Other EIA Matters	Safety and Operations in Antarctica,2,Environmental Impact Assessment EIA Other EIA Matters,conditional_information,3.2905318137746358,0.03723404255319149,3.4016538984470754,Safety and Operations in Antarctica,2.750014400201242,0.5405174135733937,14,376,1,Environmental Impact Assessment EIA Other EIA Matters,True
12956,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
12984,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
13002,Environmental Impact Assessment EIA Other EIA Matters,1,Environmental Impact Assessment EIA Other EIA Matters,single_archive_category,3.4016538984470754,0.03331811958010041,3.4016538984470754,,,,219,6573,1,Environmental Impact Assessment EIA Other EIA Matters,True
12798,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12799,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12800,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12810,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12849,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12865,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12887,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12888,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12889,Environmental Monitoring and Reporting	Tourism and NG_Activities,2,Environmental Monitoring and Reporting,conditional_information,3.349904087274605,0.03508771929824561,3.2338975665640386,Tourism and NG_Activities,2.378774231351592,0.9711298559230128,24,684,1,Environmental Monitoring and Reporting,True
12897,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12899,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12903,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12906,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12929,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12959,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12968,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12988,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12993,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12994,Environmental Monitoring and Reporting	Science issues,2,Environmental Monitoring and Reporting,conditional_information,2.999778132073535,0.04979811574697174,3.2338975665640386,Science issues,1.9459101490553135,1.0538679830182214,37,743,1,Environmental Monitoring and Reporting,True
12996,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12997,Environmental Monitoring and Reporting,1,Environmental Monitoring and Reporting,single_archive_category,3.2338975665640386,0.039403620873269436,3.2338975665640386,,,,259,6573,1,Environmental Monitoring and Reporting,True
12864,Environmental Protection General	Safety and Operations in Antarctica,2,Safety and Operations in Antarctica,conditional_information,3.5239065356545947,0.029484029484029485,2.8611364848736818,Environmental Protection General,3.4446824936018943,0.0792240420527004,12,407,1,Environmental Protection General,False
12910,Environmental Protection General	Science issues,2,Environmental Protection General,conditional_information,3.7203242868215947,0.024226110363391656,2.7819124428209814,Science issues,3.1184414275464305,0.6018828592751642,18,743,1,Environmental Protection General,True
12931,Environmental Protection General	Science issues,2,Environmental Protection General,conditional_information,3.7203242868215947,0.024226110363391656,2.7819124428209814,Science issues,3.1184414275464305,0.6018828592751642,18,743,1,Environmental Protection General,True
12932,Environmental Protection General	Science issues,2,Environmental Protection General,conditional_information,3.7203242868215947,0.024226110363391656,2.7819124428209814,Science issues,3.1184414275464305,0.6018828592751642,18,743,1,Environmental Protection General,True
13030,Environmental Protection General	Safety and Operations in Antarctica,2,Safety and Operations in Antarctica,conditional_information,3.5239065356545947,0.029484029484029485,2.8611364848736818,Environmental Protection General,3.4446824936018943,0.0792240420527004,12,407,1,Environmental Protection General,False
12923,Exchange of Information,1,Exchange of Information,single_archive_category,2.994667877498204,0.05005324813631523,2.9946678774982045,,,,329,6573,1,Exchange of Information,True
12871,Fauna and Flora_General,1,Fauna and Flora_General,single_archive_category,3.3657756107821735,0.03453521983873421,3.3657756107821735,,,,227,6573,1,Fauna and Flora_General,True
12947,Fauna and Flora_General,1,Fauna and Flora_General,single_archive_category,3.3657756107821735,0.03453521983873421,3.3657756107821735,,,,227,6573,1,Fauna and Flora_General,True
12831,Historic Sites and Monuments,1,Historic Sites and Monuments,single_archive_category,3.6490620717609166,0.02601551802829758,3.649062071760916,,,,171,6573,1,Historic Sites and Monuments,True
12832,Historic Sites and Monuments,1,Historic Sites and Monuments,single_archive_category,3.6490620717609166,0.02601551802829758,3.649062071760916,,,,171,6573,1,Historic Sites and Monuments,True
12921,Historic Sites and Monuments,1,Historic Sites and Monuments,single_archive_category,3.6490620717609166,0.02601551802829758,3.649062071760916,,,,171,6573,1,Historic Sites and Monuments,True
12989,Historic Sites and Monuments,1,Historic Sites and Monuments,single_archive_category,3.6490620717609166,0.02601551802829758,3.649062071760916,,,,171,6573,1,Historic Sites and Monuments,True
12834,Inspections,1,Inspections,single_archive_category,4.216014649760194,0.014757340635934885,4.216014649760194,,,,97,6573,1,Inspections,True
12898,Inspections,1,Inspections,single_archive_category,4.216014649760194,0.014757340635934885,4.216014649760194,,,,97,6573,1,Inspections,True
12854,Liability,1,Liability,single_archive_category,4.408698993589694,0.01217100258633805,4.408698993589694,,,,80,6573,1,Liability,True
12825,Nonnative Species and Quarantine	Safety and Operations in Antarctica,2,Nonnative Species and Quarantine,conditional_information,3.4446824936018943,0.031914893617021274,3.8071190065552396,Safety and Operations in Antarctica,2.498699971920336,0.9459825216815583,12,376,1,Nonnative Species and Quarantine,True
12807,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
12814,Nonnative Species and Quarantine	Science issues,2,Nonnative Species and Quarantine,conditional_information,5.917548864157814,0.0026917900403768506,3.8071190065552396,Science issues,4.290459441148391,1.6270894230094228,2,743,1,Nonnative Species and Quarantine,True
12835,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
12836,Nonnative Species and Quarantine	Safety and Operations in Antarctica,2,Nonnative Species and Quarantine,conditional_information,3.4446824936018943,0.031914893617021274,3.8071190065552396,Safety and Operations in Antarctica,2.498699971920336,0.9459825216815583,12,376,1,Nonnative Species and Quarantine,True
12919,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
12920,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
13042,Nonnative Species and Quarantine	Safety and Operations in Antarctica,2,Nonnative Species and Quarantine,conditional_information,3.4446824936018943,0.031914893617021274,3.8071190065552396,Safety and Operations in Antarctica,2.498699971920336,0.9459825216815583,12,376,1,Nonnative Species and Quarantine,True
12936,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
12937,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
12938,Nonnative Species and Quarantine	Safety and Operations in Antarctica,2,Nonnative Species and Quarantine,conditional_information,3.4446824936018943,0.031914893617021274,3.8071190065552396,Safety and Operations in Antarctica,2.498699971920336,0.9459825216815583,12,376,1,Nonnative Species and Quarantine,True
12958,Nonnative Species and Quarantine	Safety and Operations in Antarctica,2,Nonnative Species and Quarantine,conditional_information,3.4446824936018943,0.031914893617021274,3.8071190065552396,Safety and Operations in Antarctica,2.498699971920336,0.9459825216815583,12,376,1,Nonnative Species and Quarantine,True
12990,Nonnative Species and Quarantine,1,Nonnative Species and Quarantine,single_archive_category,3.80711900655524,0.02221207972006694,3.8071190065552396,,,,146,6573,1,Nonnative Species and Quarantine,True
12741,Operation of the Antarctic Treaty system General	Science issues,2,Operation of the Antarctic Treaty system General,conditional_information,4.818936575489704,0.008075370121130552,2.6529985741773423,Science issues,4.345967584858179,0.4729689906315251,6,743,1,Operation of the Antarctic Treaty system General,True
12851,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
12868,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
12902,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
12951,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
13060,Operation of the Antarctic Treaty system General,1,Operation of the Antarctic Treaty system General,single_archive_category,2.652998574177342,0.07043967746843147,2.6529985741773423,,,,463,6573,1,Operation of the Antarctic Treaty system General,True
12819,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
13056,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
12855,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
12856,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
12890,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
12961,Operation of the Antarctic Treaty system Reports,1,Operation of the Antarctic Treaty system Reports,single_archive_category,2.8143747189656425,0.0599421877377149,2.8143747189656425,,,,394,6573,1,Operation of the Antarctic Treaty system Reports,True
12818,Repair and remediation of environmental damage,1,Repair and remediation of environmental damage,single_archive_category,5.69968317490526,0.003347025711242964,5.69968317490526,,,,22,6573,1,Repair and remediation of environmental damage,True
12713,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12735,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12739,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12797,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12813,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12815,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12833,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12852,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12857,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12859,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12872,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12873,Safety and Operations in Antarctica	Science issues,2,Safety and Operations in Antarctica,conditional_information,4.125789394929759,0.016150740242261104,2.8611364848736818,Science issues,3.4446824936018943,0.681106901327865,12,743,1,Safety and Operations in Antarctica,True
12875,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12876,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12878,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12879,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12880,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12901,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12905,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12924,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12960,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12980,Safety and Operations in Antarctica	Science issues,2,Safety and Operations in Antarctica,conditional_information,4.125789394929759,0.016150740242261104,2.8611364848736818,Science issues,3.4446824936018943,0.681106901327865,12,743,1,Safety and Operations in Antarctica,True
12981,Safety and Operations in Antarctica,1,Safety and Operations in Antarctica,single_archive_category,2.8611364848736818,0.05720371215578883,2.8611364848736818,,,,376,6573,1,Safety and Operations in Antarctica,True
12714,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12794,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12804,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12805,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12812,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12841,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12860,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12862,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12867,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12869,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12874,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12877,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12883,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12884,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12892,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
12911,Science issues,1,Science issues,single_archive_category,2.180029583545817,0.11303818652061463,2.1800295835458168,,,,743,6573,1,Science issues,True
